School Year,Division Number,Division Name,School Number,School Name,Total Count
2021-2022,52,Lee County ,300,Lee High,             112
2021-2022,52,Lee County ,290,Pennington Middle,              59
2021-2022,52,Lee County ,670,Rose Hill Elementary,              33
2021-2022,52,Lee County ,200,St. Charles Elementary,              42
2021-2022,52,Lee County ,880,Thomas Walker High,              63
2021-2022,137,Lexington City ,1390,Harrington Waddell Elementary,              27
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,              13
2021-2022,137,Lexington City ,22,Rockbridge County High,              17
2021-2022,53,Loudoun County ,510,Aldie Elementary,              13
2021-2022,53,Loudoun County ,150,Algonkian Elementary,              84
2021-2022,53,Loudoun County ,610,Arcola Elementary,             100
2021-2022,53,Loudoun County ,170,Ashburn Elementary,              68
2021-2022,53,Loudoun County ,220,Ball's Bluff Elementary,              59
2021-2022,53,Loudoun County ,650,Banneker Elementary,              23
2021-2022,53,Loudoun County ,940,Belmont Ridge Middle,             100
2021-2022,53,Loudoun County ,300,Belmont Station Elementary ,             108
2021-2022,53,Loudoun County ,790,Blue Ridge Middle,             133
2021-2022,53,Loudoun County ,1120,Brambleton Middle,             142
2021-2022,53,Loudoun County ,420,Briar Woods High ,             180
2021-2022,53,Loudoun County ,740,Broad Run High,             141
2021-2022,53,Loudoun County ,450,Buffalo Trail Elementary,              61
2021-2022,53,Loudoun County ,460,Cardinal Ridge Elementary ,              69
2021-2022,53,Loudoun County ,710,Catoctin Elementary,              74
2021-2022,53,Loudoun County ,840,Cedar Lane Elementary,              71
2021-2022,53,Loudoun County ,160,Cool Spring Elementary,              45
2021-2022,53,Loudoun County ,890,Countryside Elementary,              62
2021-2022,53,Loudoun County ,540,Creighton's Corner Elementary,              80
2021-2022,53,Loudoun County ,1000,Discovery Elementary,              77
2021-2022,53,Loudoun County ,31,Dominion High,             166
2021-2022,53,Loudoun County ,470,Dominion Trail Elementary,              69
2021-2022,53,Loudoun County ,880,Eagle Ridge Middle,             109
2021-2022,53,Loudoun County ,730,Emerick Elementary,              39
2021-2022,53,Loudoun County ,190,Evergreen Mill Elementary,              78
2021-2022,53,Loudoun County ,210,Farmwell Station Middle,             113
2021-2022,53,Loudoun County ,970,Forest Grove Elementary,              57
2021-2022,53,Loudoun County ,91,Frances Hazel Reid Elementary,              77
2021-2022,53,Loudoun County ,530,Frederick Douglass Elementary,             114
2021-2022,53,Loudoun County ,120,Freedom High ,             180
2021-2022,53,Loudoun County ,371,Goshen Post Elementary,              84
2021-2022,53,Loudoun County ,720,Guilford Elementary,              47
2021-2022,53,Loudoun County ,230,Hamilton Elementary,              25
2021-2022,53,Loudoun County ,921,Harmony Middle,             163
2021-2022,53,Loudoun County ,520,Harper Park Middle,             138
2021-2022,53,Loudoun County ,900,Heritage High,             220
2021-2022,53,Loudoun County ,111,Hillsboro Charter Academy,<
2021-2022,53,Loudoun County ,400,Hillside Elementary,              63
2021-2022,53,Loudoun County ,820,Horizon Elementary,              80
2021-2022,53,Loudoun County ,1131,Hovatter Elementary,              82
2021-2022,53,Loudoun County ,960,Hutchison Farm Elementary,              85
2021-2022,53,Loudoun County ,1110,Independence High,             152
2021-2022,53,Loudoun County ,20,J. Lupton Simpson Middle,             137
2021-2022,53,Loudoun County ,580,J. Michael Lunsford Middle,             164
2021-2022,53,Loudoun County ,370,John Champe High,             158
2021-2022,53,Loudoun County ,950,John W. Tolbert Jr. Elementary ,              68
2021-2022,53,Loudoun County ,600,Kenneth W.Culbert Elementary,              62
2021-2022,53,Loudoun County ,80,Leesburg Elementary,              50
2021-2022,53,Loudoun County ,430,Legacy Elementary ,              89
2021-2022,53,Loudoun County ,560,Liberty Elementary,              83
2021-2022,53,Loudoun County ,1130,Lightridge High,             114
2021-2022,53,Loudoun County ,290,Lincoln Elementary,              10
2021-2022,53,Loudoun County ,860,Little River Elementary,             107
2021-2022,53,Loudoun County ,660,Loudoun County High,             208
2021-2022,53,Loudoun County ,680,Loudoun Valley High,             211
2021-2022,53,Loudoun County ,780,Lovettsville Elementary,              75
2021-2022,53,Loudoun County ,500,Lowes Island Elementary,              71
2021-2022,53,Loudoun County ,130,Lucketts Elementary,              32
2021-2022,53,Loudoun County ,1030,Madison's Trust Elementary,              77
2021-2022,53,Loudoun County ,70,Meadowland Elementary,              48
2021-2022,53,Loudoun County ,320,Mercer Middle ,              97
2021-2022,53,Loudoun County ,1200,Middleburg Community Charter,              18
2021-2022,53,Loudoun County ,910,Mill Run Elementary,              76
2021-2022,53,Loudoun County ,380,Moorefield Station Elementary,              93
2021-2022,53,Loudoun County ,980,Mountain View Elementary,             125
2021-2022,53,Loudoun County ,270,Newton-Lee Elementary ,              67
2021-2022,53,Loudoun County ,60,Park View High,             185
2021-2022,53,Loudoun County ,340,Pinebrook Elementary,              75
2021-2022,53,Loudoun County ,140,Potomac Falls High,             191
2021-2022,53,Loudoun County ,250,Potowmack Elementary,              75
2021-2022,53,Loudoun County ,930,River Bend Middle,             179
2021-2022,53,Loudoun County ,1050,Riverside High,             167
2021-2022,53,Loudoun County ,1060,Rock Ridge High,             109
2021-2022,53,Loudoun County ,40,Rolling Ridge Elementary,              44
2021-2022,53,Loudoun County ,550,Rosa Lee Carter Elementary,              71
2021-2022,53,Loudoun County ,180,Round Hill Elementary,              84
2021-2022,53,Loudoun County ,240,Sanders Corner Elementary,              49
2021-2022,53,Loudoun County ,870,Seldens Landing Elementary,              42
2021-2022,53,Loudoun County ,30,Seneca Ridge Middle,             131
2021-2022,53,Loudoun County ,90,Smart's Mill Middle ,             123
2021-2022,53,Loudoun County ,690,Sterling Elementary,              52
2021-2022,53,Loudoun County ,760,Sterling Middle,             129
2021-2022,53,Loudoun County ,350,Steuart W. Weller Elementary,              63
2021-2022,53,Loudoun County ,850,Stone Bridge High,             229
2021-2022,53,Loudoun County ,570,Stone Hill Middle,              77
2021-2022,53,Loudoun County ,10,Sugarland Elementary,              46
2021-2022,53,Loudoun County ,750,Sully Elementary,              41
2021-2022,53,Loudoun County ,280,Sycolin Creek Elementary,              62
2021-2022,53,Loudoun County ,1371,Thomas Jefferson High for Science and Technology,<
2021-2022,53,Loudoun County ,1040,Trailside Middle,             120
2021-2022,53,Loudoun County ,200,Tuscarora High,             198
2021-2022,53,Loudoun County ,700,Waterford Elementary,              25
2021-2022,53,Loudoun County ,1140,Waxpool Elementary,              71
2021-2022,53,Loudoun County ,360,Willard Middle,             122
2021-2022,53,Loudoun County ,590,Woodgrove High,             265
2021-2022,54,Louisa County ,660,Jouett Elementary,              80
2021-2022,54,Louisa County ,602,Louisa County High,             302
2021-2022,54,Louisa County ,601,Louisa County Middle,             195
2021-2022,54,Louisa County ,80,Moss-Nuckols Elementary,             108
2021-2022,54,Louisa County ,610,Thomas Jefferson Elementary,              99
2021-2022,54,Louisa County ,641,Trevilians Elementary,              76
2021-2022,55,Lunenburg County ,560,Central High,              67
2021-2022,55,Lunenburg County ,240,Kenbridge Elementary,              67
2021-2022,55,Lunenburg County ,171,Lunenburg Middle,              51
2021-2022,55,Lunenburg County ,140,Victoria Elementary,              62
2021-2022,115,Lynchburg City ,290,Bedford Hills Elementary,              96
2021-2022,115,Lynchburg City ,70,Dearington Elementary/Innovation ,              28
2021-2022,115,Lynchburg City ,260,E.C. Glass High ,             180
2021-2022,115,Lynchburg City ,1102,Heritage Elementary,              74
2021-2022,115,Lynchburg City ,130,Heritage High,             141
2021-2022,115,Lynchburg City ,360,Linkhorne Elementary,              61
2021-2022,115,Lynchburg City ,350,Linkhorne Middle,              89
2021-2022,115,Lynchburg City ,170,Paul Laurence Dunbar Middle for Innovation ,              73
2021-2022,115,Lynchburg City ,330,Paul Munro Elementary,              47
2021-2022,115,Lynchburg City ,270,Perrymont Elementary,              74
2021-2022,115,Lynchburg City ,190,Robert S. Payne Elementary,              63
2021-2022,115,Lynchburg City ,370,Sandusky Elementary,              48
2021-2022,115,Lynchburg City ,340,Sandusky Middle,             109
2021-2022,115,Lynchburg City ,300,Sheffield Elementary,              86
2021-2022,115,Lynchburg City ,90,T.C. Miller Elementary for Innovation,              24
2021-2022,115,Lynchburg City ,250,William M. Bass Elementary,              27
2021-2022,56,Madison County ,221,Madison County High,              48
2021-2022,56,Madison County ,230,Madison Primary,              35
2021-2022,56,Madison County ,200,Waverly Yowell Elementary,              44
2021-2022,56,Madison County ,222,William H. Wetsel Middle,              40
2021-2022,143,Manassas City ,470,Baldwin Elementary,              64
2021-2022,143,Manassas City ,471,Baldwin Intermediate,              29
2021-2022,143,Manassas City ,60,George Carr Round Elementary,              47
2021-2022,143,Manassas City ,70,Grace E. Metz Middle ,             126
2021-2022,143,Manassas City ,310,Jennie Dean Elementary,             107
2021-2022,143,Manassas City ,80,Mayfield Intermediate,              81
2021-2022,143,Manassas City ,370,Osbourn High,             279
2021-2022,143,Manassas City ,20,Richard C. Haydon Elementary,              74
2021-2022,143,Manassas City ,10,Weems Elementary,              47
2021-2022,144,Manassas Park City ,522,Cougar Elementary,             123
2021-2022,144,Manassas Park City ,420,Manassas Park Elementary,             107
2021-2022,144,Manassas Park City ,30,Manassas Park High,             121
2021-2022,144,Manassas Park City ,31,Manassas Park Middle,             117
2021-2022,116,Martinsville City ,222,Albert Harris Elementary,              55
2021-2022,116,Martinsville City ,224,Clearview Early Learning Center,              14
2021-2022,116,Martinsville City ,110,Martinsville High,              58
2021-2022,116,Martinsville City ,10,Martinsville Middle,              56
2021-2022,116,Martinsville City ,223,Patrick Henry Elementary,              37
2021-2022,57,Mathews County ,291,Mathews Elementary,              76
2021-2022,57,Mathews County ,190,Mathews High,              44
2021-2022,57,Mathews County ,100,Thomas Hunter Middle,              43
2021-2022,58,Mecklenburg County ,980,Bluestone  High,              71
2021-2022,58,Mecklenburg County ,960,Bluestone Middle,              48
2021-2022,58,Mecklenburg County ,910,Chase City Elementary,              42
2021-2022,58,Mecklenburg County ,1000,Clarksville Elementary,              64
2021-2022,58,Mecklenburg County ,1020,LaCrosse Elementary ,              54
2021-2022,58,Mecklenburg County ,990,Park View High,              93
2021-2022,58,Mecklenburg County ,950,Park View Middle,              69
2021-2022,58,Mecklenburg County ,190,South Hill Elementary,              51
2021-2022,59,Middlesex County ,291,Middlesex Elementary,             115
2021-2022,59,Middlesex County ,90,Middlesex High,              60
2021-2022,59,Middlesex County ,140,St. Clare Walker Middle,              48
2021-2022,60,Montgomery County ,902,Auburn Elementary,              60
2021-2022,60,Montgomery County ,650,Auburn High,              42
2021-2022,60,Montgomery County ,903,Auburn Middle,              59
2021-2022,60,Montgomery County ,700,Belview Elementary,              36
2021-2022,60,Montgomery County ,760,Blacksburg High,             128
2021-2022,60,Montgomery County ,710,Blacksburg Middle,             116
2021-2022,60,Montgomery County ,740,Christiansburg Elementary,              44
2021-2022,60,Montgomery County ,770,Christiansburg High,             118
2021-2022,60,Montgomery County ,671,Christiansburg Middle,             113
2021-2022,60,Montgomery County ,780,Christiansburg Primary,              49
2021-2022,60,Montgomery County ,30,Eastern Montgomery Elementary,              66
2021-2022,60,Montgomery County ,904,Eastern Montgomery High,              48
2021-2022,60,Montgomery County ,600,Falling Branch Elementary,              76
2021-2022,60,Montgomery County ,750,Gilbert Linkous Elementary,              34
2021-2022,60,Montgomery County ,10,Harding Avenue Elementary,              36
2021-2022,60,Montgomery County ,901,Kipps Elementary,              41
2021-2022,60,Montgomery County ,730,Margaret Beeks Elementary,              36
2021-2022,60,Montgomery County ,210,Prices Fork Elementary,              62
2021-2022,60,Montgomery County ,290,Shawsville Middle,              36
2021-2022,62,Nelson County ,710,Nelson County High,              91
2021-2022,62,Nelson County ,730,Nelson Middle,              65
2021-2022,62,Nelson County ,10,Rockfish River Elementary,              50
2021-2022,62,Nelson County ,20,Tye River Elementary,              71
2021-2022,63,New Kent County ,180,George W. Watkins Elementary,              85
2021-2022,63,New Kent County ,10,New Kent Elementary ,             122
2021-2022,63,New Kent County ,20,New Kent High ,             125
2021-2022,63,New Kent County ,100,New Kent Middle ,              87
2021-2022,117,Newport News City ,1404,Achievable Dream Academy,              49
2021-2022,117,Newport News City ,1405,Achievable Dream Middle/High ,              28
2021-2022,117,Newport News City ,1250,B.C. Charles Elementary ,              74
2021-2022,117,Newport News City ,110,B.T. Washington Middle ,              30
2021-2022,117,Newport News City ,1170,Carver Elementary,              79
2021-2022,117,Newport News City ,1393,Crittenden Middle,             160
2021-2022,117,Newport News City ,50,David A. Dutrow Elementary,              20
2021-2022,117,Newport News City ,1398,Deer Park Elementary,              38
2021-2022,117,Newport News City ,1402,Denbigh Early Childhood Center,              48
2021-2022,117,Newport News City ,280,Denbigh High,             225
2021-2022,117,Newport News City ,130,Discovery STEM Academy,              70
2021-2022,117,Newport News City ,20,Ella J. Fitzgerald Middle ,             160
2021-2022,117,Newport News City ,1260,Ethel M. Gildersleeve Middle,             155
2021-2022,117,Newport News City ,1407,General Stanford Elementary,              47
2021-2022,117,Newport News City ,70,George J. McIntosh Elementary ,              84
2021-2022,117,Newport News City ,1395,Heritage High,             220
2021-2022,117,Newport News City ,1210,Hidenwood Elementary,              60
2021-2022,117,Newport News City ,1080,Hilton Elementary,              33
2021-2022,117,Newport News City ,1270,Homer L. Hines Middle,             179
2021-2022,117,Newport News City ,91,Huntington Middle,              64
2021-2022,117,Newport News City ,1411,John Marshall Early Childhood Center,              33
2021-2022,117,Newport News City ,300,Joseph H. Saunders Elementary,              51
2021-2022,117,Newport News City ,1180,Katherine Johnson Elementary,              71
2021-2022,117,Newport News City ,1290,Kiln Creek Elementary,              94
2021-2022,117,Newport News City ,310,Knollwood Meadows Elementary ,              95
2021-2022,117,Newport News City ,200,L.F. Palmer Elementary ,              26
2021-2022,117,Newport News City ,1400,Mary Passage Middle,             183
2021-2022,117,Newport News City ,1220,Menchville High,             268
2021-2022,117,Newport News City ,1120,Newsome Park Elementary,              72
2021-2022,117,Newport News City ,150,Oliver C. Greenwood Elementary,              35
2021-2022,117,Newport News City ,270,Richard T. Yates Elementary,              48
2021-2022,117,Newport News City ,1230,Richneck Elementary,              38
2021-2022,117,Newport News City ,1150,Riverside Elementary,              55
2021-2022,117,Newport News City ,250,Sedgefield Elementary,              47
2021-2022,117,Newport News City ,1240,Stoney Run Elementary ,              80
2021-2022,117,Newport News City ,290,T. Ryland Sanford Elementary,              44
2021-2022,117,Newport News City ,1070,Warwick High,             205
2021-2022,117,Newport News City ,1410,Watkins Early Childhood Center,              45
2021-2022,117,Newport News City ,320,Willis A. Jenkins Elementary,              58
2021-2022,117,Newport News City ,1396,Woodside High,             223
2021-2022,118,Norfolk City ,185,Academy for Discovery at Lakewood,              69
2021-2022,118,Norfolk City ,760,Azalea Gardens Middle,             135
2021-2022,118,Norfolk City ,250,Bay View Elementary,              49
2021-2022,118,Norfolk City ,510,Berkley/Campostella Early Childhood Education Center,<
2021-2022,118,Norfolk City ,20,Blair Middle,             209
2021-2022,118,Norfolk City ,880,Booker T Washington High,             222
2021-2022,118,Norfolk City ,40,Camp Allen Elementary,              56
2021-2022,118,Norfolk City ,220,Chesterfield Academy Elementary,              40
2021-2022,118,Norfolk City ,550,Coleman Place Elementary,              58
2021-2022,118,Norfolk City ,560,Crossroads Elementary,             152
2021-2022,118,Norfolk City ,740,Easton Preschool,              56
2021-2022,118,Norfolk City ,90,Ghent K-8,              53
2021-2022,118,Norfolk City ,420,Granby Elementary,              67
2021-2022,118,Norfolk City ,390,Granby High,             254
2021-2022,118,Norfolk City ,610,Ingleside Elementary,              45
2021-2022,118,Norfolk City ,430,Jacox Elementary,              53
2021-2022,118,Norfolk City ,131,James Monroe Elementary,              29
2021-2022,118,Norfolk City ,790,Lake Taylor,             106
2021-2022,118,Norfolk City ,840,Lake Taylor High ,             162
2021-2022,118,Norfolk City ,210,Larchmont Elementary,              54
2021-2022,118,Norfolk City ,670,Larrymore Elementary,              86
2021-2022,118,Norfolk City ,520,Lindenwood Elementary,              26
2021-2022,118,Norfolk City ,682,Little Creek Elementary,              92
2021-2022,118,Norfolk City ,460,Mary Calcott Elementary,              55
2021-2022,118,Norfolk City ,10,Matthew Fontaine Maury High,             250
2021-2022,118,Norfolk City ,490,Northside Middle,             134
2021-2022,118,Norfolk City ,620,Norview Elementary,              65
2021-2022,118,Norfolk City ,580,Norview High,             236
2021-2022,118,Norfolk City ,570,Norview Middle,             246
2021-2022,118,Norfolk City ,190,Ocean View Elementary,              59
2021-2022,118,Norfolk City ,630,Oceanair Elementary,              48
2021-2022,118,Norfolk City ,530,P.B. Young Sr. Elementary ,              19
2021-2022,118,Norfolk City ,480,Richard Bowling Elementary,              65
2021-2022,118,Norfolk City ,850,Sewells Point Elementary,              98
2021-2022,118,Norfolk City ,650,Sherwood Forest Elementary,              55
2021-2022,118,Norfolk City ,770,Southside STEM Academy at Campostella ,             125
2021-2022,118,Norfolk City ,820,St. Helena Elementary,              31
2021-2022,118,Norfolk City ,500,Suburban Park Elementary,              58
2021-2022,118,Norfolk City ,100,Tanners Creek Elementary,              69
2021-2022,118,Norfolk City ,800,Tarrallton Elementary,              42
2021-2022,118,Norfolk City ,780,Tidewater Park Elementary,              28
2021-2022,118,Norfolk City ,150,Walter Herron Taylor Elementary,              28
2021-2022,118,Norfolk City ,471,Willard Model Elementary,              75
2021-2022,118,Norfolk City ,30,William H. Ruffner Middle,              86
2021-2022,118,Norfolk City ,860,Willoughby Early Childhood Center,              37
2021-2022,65,Northampton County ,452,Kiptopeke Elementary,              50
2021-2022,65,Northampton County ,350,Northampton High,              78
2021-2022,65,Northampton County ,360,Northampton Middle,              34
2021-2022,65,Northampton County ,451,Occohannock Elementary,              67
2021-2022,66,Northumberland County ,331,Northumberland Elementary,              70
2021-2022,66,Northumberland County ,40,Northumberland High,              58
2021-2022,66,Northumberland County ,210,Northumberland Middle,              39
2021-2022,119,Norton City ,20,J.I. Burton High ,              54
2021-2022,119,Norton City ,40,Norton Elementary,             104
2021-2022,67,Nottoway County ,340,Blackstone Primary,              59
2021-2022,67,Nottoway County ,330,Crewe Primary,              47
2021-2022,67,Nottoway County ,301,Nottoway High,              75
2021-2022,67,Nottoway County ,300,Nottoway Intermediate,              30
2021-2022,67,Nottoway County ,302,Nottoway Middle,              32
2021-2022,68,Orange County ,360,Gordon-Barbour Elementary,              42
2021-2022,68,Orange County ,70,Lightfoot Elementary,              27
2021-2022,68,Orange County ,50,Locust Grove Elementary,              69
2021-2022,68,Orange County ,471,Locust Grove Middle,              93
2021-2022,68,Orange County ,51,Locust Grove Primary,              66
2021-2022,68,Orange County ,330,Orange County High ,             198
2021-2022,68,Orange County ,370,Orange Elementary,              78
2021-2022,68,Orange County ,340,Prospect Heights Middle,              67
2021-2022,68,Orange County ,350,Unionville Elementary,              19
2021-2022,69,Page County ,350,Luray Elementary,              79
2021-2022,69,Page County ,110,Luray High,              82
2021-2022,69,Page County ,400,Luray Middle,              64
2021-2022,69,Page County ,380,Page County High,              43
2021-2022,69,Page County ,390,Page County Middle,              37
2021-2022,69,Page County ,310,Shenandoah Elementary,              39
2021-2022,69,Page County ,50,Springfield Elementary,              24
2021-2022,69,Page County ,210,Stanley Elementary,              36
2021-2022,70,Patrick County ,440,Blue Ridge Elementary,              40
2021-2022,70,Patrick County ,350,Hardin Reynolds Memorial School,              43
2021-2022,70,Patrick County ,150,Meadows of Dan Elementary ,              46
2021-2022,70,Patrick County ,700,Patrick County High,             123
2021-2022,70,Patrick County ,680,Patrick Springs Primary,              72
2021-2022,70,Patrick County ,320,Stuart Elementary,              63
2021-2022,70,Patrick County ,80,Woolwine Elementary,              41
2021-2022,120,Petersburg City ,110,Cool Spring Elementary,              31
2021-2022,120,Petersburg City ,170,Lakemont Elementary,              30
2021-2022,120,Petersburg City ,200,Petersburg High,             152
2021-2022,120,Petersburg City ,180,Pleasants Lane Elementary,              47
2021-2022,120,Petersburg City ,121,Vernon Johns Middle,             131
2021-2022,120,Petersburg City ,130,Walnut Hill Elementary,              47
2021-2022,120,Petersburg City ,160,Westview Early Childhood Education Center,<
2021-2022,71,Pittsylvania County ,1853,Brosville Elementary ,              16
2021-2022,71,Pittsylvania County ,640,Chatham Elementary,              47
2021-2022,71,Pittsylvania County ,1720,Chatham High,              80
2021-2022,71,Pittsylvania County ,1660,Chatham Middle,              61
2021-2022,71,Pittsylvania County ,1680,Dan River High,              98
2021-2022,71,Pittsylvania County ,1090,Dan River Middle,              45
2021-2022,71,Pittsylvania County ,280,Gretna Elementary,              45
2021-2022,71,Pittsylvania County ,1700,Gretna High,              68
2021-2022,71,Pittsylvania County ,290,Gretna Middle,              45
2021-2022,71,Pittsylvania County ,30,John L. Hurt Elementary,              28
2021-2022,71,Pittsylvania County ,1690,Kentuck Elementary,              64
2021-2022,71,Pittsylvania County ,1750,Mount Airy Elementary,              14
2021-2022,71,Pittsylvania County ,1460,Southside Elementary,              47
2021-2022,71,Pittsylvania County ,1710,Stony Mill Elementary,              47
2021-2022,71,Pittsylvania County ,1730,Tunstall High,             103
2021-2022,71,Pittsylvania County ,1130,Tunstall Middle,              61
2021-2022,71,Pittsylvania County ,1851,Twin Springs Elementary,              71
2021-2022,71,Pittsylvania County ,1740,Union Hall Elementary,              17
2021-2022,142,Poquoson City ,150,Poquoson Elementary,              51
2021-2022,142,Poquoson City ,10,Poquoson High,              72
2021-2022,142,Poquoson City ,130,Poquoson Middle,              41
2021-2022,142,Poquoson City ,160,Poquoson Primary,              68
2021-2022,121,Portsmouth City ,1766,Brighton Elementary ,              37
2021-2022,121,Portsmouth City ,321,Churchland Academy Elementary,              76
2021-2022,121,Portsmouth City ,650,Churchland Elementary,              56
2021-2022,121,Portsmouth City ,500,Churchland High,             181
2021-2022,121,Portsmouth City ,320,Churchland Middle,             129
2021-2022,121,Portsmouth City ,322,Churchland Preschool Center,              24
2021-2022,121,Portsmouth City ,160,Churchland Primary & Intermediate,              51
2021-2022,121,Portsmouth City ,1400,Cradock Elementary,              66
2021-2022,121,Portsmouth City ,1130,Cradock Middle,              77
2021-2022,121,Portsmouth City ,190,Douglass Park Elementary,              48
2021-2022,121,Portsmouth City ,1630,Hodges Manor Elementary,              33
2021-2022,121,Portsmouth City ,240,I.C. Norcom High,             183
2021-2022,121,Portsmouth City ,1650,Lakeview Elementary,              65
2021-2022,121,Portsmouth City ,1660,Manor High,             167
2021-2022,121,Portsmouth City ,1768,Mount Hermon Preschool Center,              25
2021-2022,121,Portsmouth City ,1770,Olive Branch Preschool Center,              31
2021-2022,121,Portsmouth City ,60,Park View Elementary,              65
2021-2022,121,Portsmouth City ,290,Simonsdale Elementary,              84
2021-2022,121,Portsmouth City ,1769,Victory Elementary,              54
2021-2022,121,Portsmouth City ,230,Waterview Elementary,              44
2021-2022,121,Portsmouth City ,210,Westhaven Elementary,              71
2021-2022,121,Portsmouth City ,310,William E. Waters Middle,              90
2021-2022,72,Powhatan County ,21,Flat Rock Elementary,             118
2021-2022,72,Powhatan County ,231,Pocahontas Elementary,             106
2021-2022,72,Powhatan County ,13,Powhatan Elementary,              62
2021-2022,72,Powhatan County ,11,Powhatan High,             194
2021-2022,72,Powhatan County ,130,Powhatan Middle,             121
2021-2022,73,Prince Edward County ,400,Prince Edward County High,              87
2021-2022,73,Prince Edward County ,10,Prince Edward Elementary,             105
2021-2022,73,Prince Edward County ,20,Prince Edward Middle,              70
2021-2022,74,Prince George County ,340,David A. Harrison Elementary,              82
2021-2022,74,Prince George County ,320,J.E.J. Moore Middle ,             205
2021-2022,74,Prince George County ,310,L.L. Beazley Elementary,              71
2021-2022,74,Prince George County ,290,North Elementary,             107
2021-2022,74,Prince George County ,20,Prince George High,             241
2021-2022,74,Prince George County ,300,South Elementary,              67
2021-2022,74,Prince George County ,280,William A. Walton Elementary,              76
2021-2022,75,Prince William County ,330,A. Henderson Elementary,              98
2021-2022,75,Prince William County ,760,Antietam Elementary,              99
2021-2022,75,Prince William County ,200,Ashland Elementary,             104
2021-2022,75,Prince William County ,290,Battlefield High ,             312
2021-2022,75,Prince William County ,670,Bel Air Elementary,              62
2021-2022,75,Prince William County ,600,Belmont Elementary,              72
2021-2022,75,Prince William County ,840,Bennett Elementary,             108
2021-2022,75,Prince William County ,530,Brentsville District High,             140
2021-2022,75,Prince William County ,860,Bristow Run Elementary,              98
2021-2022,75,Prince William County ,950,Buckland Mills Elementary,              80
2021-2022,75,Prince William County ,920,Bull Run Middle,             153
2021-2022,75,Prince William County ,620,C.A. Sinclair Elementary,              90
2021-2022,75,Prince William County ,710,C.D. Hylton High,             228
2021-2022,75,Prince William County ,900,Cedar Point Elementary,              86
2021-2022,75,Prince William County ,5010,Charles J. Colgan Sr. High,             297
2021-2022,75,Prince William County ,970,Chris Yung Elementary,              90
2021-2022,75,Prince William County ,660,Coles Elementary,              51
2021-2022,75,Prince William County ,309,Covington-Harper Elementary,              97
2021-2022,75,Prince William County ,610,Dale City Elementary,              80
2021-2022,75,Prince William County ,280,Dumfries Elementary,              62
2021-2022,75,Prince William County ,490,E.H. Marsteller Middle,             151
2021-2022,75,Prince William County ,580,Elizabeth Vaughan Elementary,              62
2021-2022,75,Prince William County ,120,Enterprise Elementary,              55
2021-2022,75,Prince William County ,370,Fannie W. Fitzgerald Elementary,             100
2021-2022,75,Prince William County ,450,Featherstone Elementary,              62
2021-2022,75,Prince William County ,870,Forest Park High,             271
2021-2022,75,Prince William County ,520,Fred M. Lynn Middle,             153
2021-2022,75,Prince William County ,300,Freedom High ,             355
2021-2022,75,Prince William County ,5130,Gainesville High,             168
2021-2022,75,Prince William County ,960,Gainesville Middle,             154
2021-2022,75,Prince William County ,690,Gar-Field High,             362
2021-2022,75,Prince William County ,630,George G. Tyler Elementary,              66
2021-2022,75,Prince William County ,640,George M. Hampton Middle,             149
2021-2022,75,Prince William County ,770,George P. Mullen Elementary,              98
2021-2022,75,Prince William County ,340,Glenkirk Elementary,             115
2021-2022,75,Prince William County ,510,Graham Park Middle,             110
2021-2022,75,Prince William County ,250,Haymarket Elementary,              96
2021-2022,75,Prince William County ,380,Herbert J. Saunders Middle,             157
2021-2022,75,Prince William County ,220,J.W. Alvey Elementary,              76
2021-2022,75,Prince William County ,319,John D. Jenkins Elementary,              73
2021-2022,75,Prince William County ,130,John F. Pattie Sr. Elementary,             141
2021-2022,75,Prince William County ,70,Kerrydale Elementary,              43
2021-2022,75,Prince William County ,306,Kyle R. Wilson Elementary,              92
2021-2022,75,Prince William County ,180,Lake Ridge Elementary,              95
2021-2022,75,Prince William County ,720,Lake Ridge Middle,             162
2021-2022,75,Prince William County ,830,Leesylvania Elementary,             109
2021-2022,75,Prince William County ,460,Loch Lomond Elementary,              74
2021-2022,75,Prince William County ,880,Louise A. Benton Middle,             179
2021-2022,75,Prince William County ,160,Martin Luther King Jr. Elementary,              30
2021-2022,75,Prince William County ,570,Marumsco Hills Elementary,              53
2021-2022,75,Prince William County ,231,Mary G. Porter Traditional,              43
2021-2022,75,Prince William County ,240,Mary Williams Elementary ,              85
2021-2022,75,Prince William County ,30,Minnieville Elementary,              88
2021-2022,75,Prince William County ,800,Montclair Elementary,              89
2021-2022,75,Prince William County ,810,Mountain View Elementary,              82
2021-2022,75,Prince William County ,700,Neabsco Elementary,              73
2021-2022,75,Prince William County ,260,Occoquan Elementary,              87
2021-2022,75,Prince William County ,820,Old Bridge Elementary,              80
2021-2022,75,Prince William County ,80,Osbourn Park High,             222
2021-2022,75,Prince William County ,501,Parkside Middle,             232
2021-2022,75,Prince William County ,1060,Patriot High,             287
2021-2022,75,Prince William County ,945,Pennington Traditional,              38
2021-2022,75,Prince William County ,110,Piney Branch Elementary,             101
2021-2022,75,Prince William County ,140,Potomac High,             309
2021-2022,75,Prince William County ,170,Potomac Middle,             139
2021-2022,75,Prince William County ,414,Potomac Shores Middle,             131
2021-2022,75,Prince William County ,550,Potomac View Elementary,              44
