School Year,Division Number,Division Name,School Number,School Name,Total Count
2022-2023,75,Prince William County ,840,Bennett Elementary,             137
2022-2023,75,Prince William County ,530,Brentsville District High,             137
2022-2023,75,Prince William County ,860,Bristow Run Elementary,              89
2022-2023,75,Prince William County ,950,Buckland Mills Elementary,              84
2022-2023,75,Prince William County ,920,Bull Run Middle,             151
2022-2023,75,Prince William County ,620,C.A. Sinclair Elementary,             105
2022-2023,75,Prince William County ,710,C.D. Hylton High,             228
2022-2023,75,Prince William County ,900,Cedar Point Elementary,              97
2022-2023,75,Prince William County ,5010,Charles J. Colgan Sr. High,             306
2022-2023,75,Prince William County ,970,Chris Yung Elementary,              99
2022-2023,75,Prince William County ,660,Coles Elementary,              69
2022-2023,75,Prince William County ,309,Covington-Harper Elementary,             114
2022-2023,75,Prince William County ,610,Dale City Elementary,              69
2022-2023,75,Prince William County ,280,Dumfries Elementary,              71
2022-2023,75,Prince William County ,490,E.H. Marsteller Middle,             150
2022-2023,75,Prince William County ,580,Elizabeth Vaughan Elementary,              77
2022-2023,75,Prince William County ,120,Enterprise Elementary,              50
2022-2023,75,Prince William County ,370,Fannie W. Fitzgerald Elementary,             113
2022-2023,75,Prince William County ,450,Featherstone Elementary,              52
2022-2023,75,Prince William County ,870,Forest Park High,             256
2022-2023,75,Prince William County ,520,Fred M. Lynn Middle,             125
2022-2023,75,Prince William County ,300,Freedom High ,             355
2022-2023,75,Prince William County ,5130,Gainesville High,             251
2022-2023,75,Prince William County ,960,Gainesville Middle,             170
2022-2023,75,Prince William County ,690,Gar-Field High,             367
2022-2023,75,Prince William County ,630,George G. Tyler Elementary,              73
2022-2023,75,Prince William County ,640,George M. Hampton Middle,             148
2022-2023,75,Prince William County ,770,George P. Mullen Elementary,             108
2022-2023,75,Prince William County ,340,Glenkirk Elementary,             116
2022-2023,75,Prince William County ,510,Graham Park Middle,              94
2022-2023,75,Prince William County ,250,Haymarket Elementary,             106
2022-2023,75,Prince William County ,380,Herbert J. Saunders Middle,             175
2022-2023,75,Prince William County ,220,J.W. Alvey Elementary,              88
2022-2023,75,Prince William County ,319,John D. Jenkins Elementary,              87
2022-2023,75,Prince William County ,130,John F. Pattie Sr. Elementary,             185
2022-2023,75,Prince William County ,70,Kerrydale Elementary,              59
2022-2023,75,Prince William County ,306,Kyle R. Wilson Elementary,             108
2022-2023,75,Prince William County ,180,Lake Ridge Elementary,              98
2022-2023,75,Prince William County ,720,Lake Ridge Middle,             140
2022-2023,75,Prince William County ,830,Leesylvania Elementary,             129
2022-2023,75,Prince William County ,460,Loch Lomond Elementary,              73
2022-2023,75,Prince William County ,880,Louise A. Benton Middle,             169
2022-2023,75,Prince William County ,1660,Manor High,<
2022-2023,75,Prince William County ,160,Martin Luther King Jr. Elementary,              39
2022-2023,75,Prince William County ,570,Marumsco Hills Elementary,              53
2022-2023,75,Prince William County ,231,Mary G. Porter Traditional,              44
2022-2023,75,Prince William County ,240,Mary Williams Elementary ,             120
2022-2023,75,Prince William County ,30,Minnieville Elementary,              94
2022-2023,75,Prince William County ,800,Montclair Elementary,              86
2022-2023,75,Prince William County ,810,Mountain View Elementary,              87
2022-2023,75,Prince William County ,700,Neabsco Elementary,              73
2022-2023,75,Prince William County ,260,Occoquan Elementary,              91
2022-2023,75,Prince William County ,820,Old Bridge Elementary,              93
2022-2023,75,Prince William County ,80,Osbourn Park High,             246
2022-2023,75,Prince William County ,501,Parkside Middle,             190
2022-2023,75,Prince William County ,1060,Patriot High,             263
2022-2023,75,Prince William County ,945,Pennington Traditional,              36
2022-2023,75,Prince William County ,110,Piney Branch Elementary,             110
2022-2023,75,Prince William County ,140,Potomac High,             314
2022-2023,75,Prince William County ,170,Potomac Middle,             135
2022-2023,75,Prince William County ,414,Potomac Shores Middle,             124
2022-2023,75,Prince William County ,550,Potomac View Elementary,              51
2022-2023,75,Prince William County ,440,R. Dean Kilby Elementary,             112
2022-2023,75,Prince William County ,591,Rippon Middle,             132
2022-2023,75,Prince William County ,750,River Oaks Elementary,              77
2022-2023,75,Prince William County ,40,Rockledge Elementary,              52
2022-2023,75,Prince William County ,310,Ronald Wilson Reagan Middle,             142
2022-2023,75,Prince William County ,941,Rosa Parks Elementary,              89
2022-2023,75,Prince William County ,360,Samuel L. Gravely Jr. Elementary,             104
2022-2023,75,Prince William County ,730,Sharon C. McAuliffe Elementary,              67
2022-2023,75,Prince William County ,500,Signal Hill Elementary,             137
2022-2023,75,Prince William County ,850,Sonnie Penn Elementary,             118
2022-2023,75,Prince William County ,320,Springwoods Elementary,              96
2022-2023,75,Prince William County ,780,Stuart M. Beville Middle,             168
2022-2023,75,Prince William County ,20,Sudley Elementary,              81
2022-2023,75,Prince William County ,270,Suella G. Ellis Elementary,              68
2022-2023,75,Prince William County ,890,Swans Creek Elementary,              73
2022-2023,75,Prince William County ,470,T. Clay Wood Elementary,             109
2022-2023,75,Prince William County ,150,The Nokesville School,             142
2022-2023,75,Prince William County ,790,Thurgood Marshall Elementary,              79
2022-2023,75,Prince William County ,430,Triangle Elementary,             117
2022-2023,75,Prince William County ,480,Unity Braxton Middle ,             170
2022-2023,75,Prince William County ,680,Unity Reed High,             368
2022-2023,75,Prince William County ,390,Victory Elementary,             114
2022-2023,75,Prince William County ,540,West Gate Elementary,              96
2022-2023,75,Prince William County ,740,Westridge Elementary,              79
2022-2023,75,Prince William County ,190,Woodbine Pre-School Center,              15
2022-2023,75,Prince William County ,60,Woodbridge High,             319
2022-2023,75,Prince William County ,560,Woodbridge Middle,             126
2022-2023,75,Prince William County ,350,Yorkshire Elementary,              99
2022-2023,77,Pulaski County ,20,Critzer Elementary,              70
2022-2023,77,Pulaski County ,540,Dublin Elementary,              69
2022-2023,77,Pulaski County ,560,Pulaski County Middle,             117
2022-2023,77,Pulaski County ,10,Pulaski County Senior High,             165
2022-2023,77,Pulaski County ,230,Pulaski Elementary ,              80
2022-2023,77,Pulaski County ,500,Riverlawn Elementary,              49
2022-2023,77,Pulaski County ,430,Snowville Elementary,              21
2022-2023,122,Radford City ,10,Belle Heth Elementary,              69
2022-2023,122,Radford City ,42,John N. Dalton Intermediate,              30
2022-2023,122,Radford City ,20,McHarg Elementary,              67
2022-2023,122,Radford City ,102,Radford City Virtual,             160
2022-2023,122,Radford City ,41,Radford High,              69
2022-2023,78,Rappahannock County ,240,Rappahannock County Elementary,              72
2022-2023,78,Rappahannock County ,230,Rappahannock County High,              38
2022-2023,123,Richmond City ,30,Albert Hill Middle,              79
2022-2023,123,Richmond City ,750,Amelia Street Special Education,              20
2022-2023,123,Richmond City ,850,Armstrong High ,             191
2022-2023,123,Richmond City ,390,Barack Obama Elementary,              37
2022-2023,123,Richmond City ,100,Bellevue Elementary,              23
2022-2023,123,Richmond City ,50,Binford Middle,              73
2022-2023,123,Richmond City ,170,Blackwell Elementary,              48
2022-2023,123,Richmond City ,1100,Broad Rock Elementary,              61
2022-2023,123,Richmond City ,1440,Cardinal Elementary,              47
2022-2023,123,Richmond City ,830,Chimborazo Elementary,              31
2022-2023,123,Richmond City ,1400,Elizabeth D. Redd Elementary,              46
2022-2023,123,Richmond City ,710,Fairfield Court Elementary,              26
2022-2023,123,Richmond City ,621,Franklin Military Academy,              10
2022-2023,123,Richmond City ,1470,G.H. Reid Elementary,              46
2022-2023,123,Richmond City ,311,George W. Carver Elementary,              41
2022-2023,123,Richmond City ,741,George Wythe High,             169
2022-2023,123,Richmond City ,230,Ginter Park Elementary,              54
2022-2023,123,Richmond City ,470,Henderson Middle,              86
2022-2023,123,Richmond City ,290,Henry Marsh III Elementary,              52
2022-2023,123,Richmond City ,1510,Huguenot High,             189
2022-2023,123,Richmond City ,1640,J.B. Fisher Elementary,              33
2022-2023,123,Richmond City ,3115,J.H. Blackwell Preschool,              32
2022-2023,123,Richmond City ,1710,J.L. Francis Elementary,              54
2022-2023,123,Richmond City ,600,John B. Cary Elementary,              29
2022-2023,123,Richmond City ,730,John Marshall High,             127
2022-2023,123,Richmond City ,3106,Linwood Holton Elementary,              82
2022-2023,123,Richmond City ,3105,Lucille M. Brown Middle,              89
2022-2023,123,Richmond City ,3114,Marry Scott Preschool,<
2022-2023,123,Richmond City ,771,Martin Luther King Jr. Early Learning Center,<
2022-2023,123,Richmond City ,770,Martin Luther King Jr. Middle ,             109
2022-2023,123,Richmond City ,580,Mary Munford Elementary,              56
2022-2023,123,Richmond City ,690,Maymont Pre-K Center,              46
2022-2023,123,Richmond City ,3107,Miles Jones Elementary,              56
2022-2023,123,Richmond City ,330,Oak Grove/Bellemeade Elementary,              61
2022-2023,123,Richmond City ,90,Open High,<
2022-2023,123,Richmond City ,130,Overby-Sheppard Elementary,              42
2022-2023,123,Richmond City ,3119,Patrick Henry School Of Science And Arts,              31
2022-2023,123,Richmond City ,3110,Richmond Alternative,              52
2022-2023,123,Richmond City ,3200,Richmond Career Education and Employment Charter School,              29
2022-2023,123,Richmond City ,452,Richmond Community High,<
2022-2023,123,Richmond City ,3113,Richmond Community Preschool,<
2022-2023,123,Richmond City ,1631,River City Middle,             115
2022-2023,123,Richmond City ,1480,Southampton Elementary,              46
2022-2023,123,Richmond City ,511,Summer Hill Preschool Center,              21
2022-2023,123,Richmond City ,210,Swansboro Elementary,              15
2022-2023,123,Richmond City ,480,Thomas C. Boushall Middle,              89
2022-2023,123,Richmond City ,20,Thomas Jefferson High,             130
2022-2023,123,Richmond City ,660,Westover Hills Elementary,              48
2022-2023,123,Richmond City ,200,William Fox Elementary,              35
2022-2023,123,Richmond City ,650,Woodville Elementary,              37
2022-2023,79,Richmond County ,210,Rappahannock High,              66
2022-2023,79,Richmond County ,20,Richmond County Elementary,             124
2022-2023,124,Roanoke City ,280,Addison Aerospace Magnet Middle,             112
2022-2023,124,Roanoke City ,210,Breckinridge Middle,              91
2022-2023,124,Roanoke City ,20,Crystal Spring Elementary,              48
2022-2023,124,Roanoke City ,410,Fairview Elementary,              67
2022-2023,124,Roanoke City ,50,Fallon Park Elementary,              87
2022-2023,124,Roanoke City ,380,Fishburn Park Elementary,              69
2022-2023,124,Roanoke City ,300,Garden City Elementary,              77
2022-2023,124,Roanoke City ,310,Grandin Court Elementary,              44
2022-2023,124,Roanoke City ,110,Highland Park Elementary,              40
2022-2023,124,Roanoke City ,420,Hurt Park Elementary,              51
2022-2023,124,Roanoke City ,450,James Madison Middle,             100
2022-2023,124,Roanoke City ,230,John P. Fishwick Middle,              67
2022-2023,124,Roanoke City ,340,Lincoln Terrace Elementary,              49
2022-2023,124,Roanoke City ,370,Monterey Elementary,              77
2022-2023,124,Roanoke City ,60,Morningside Elementary,              51
2022-2023,124,Roanoke City ,390,Patrick Henry High,             349
2022-2023,124,Roanoke City ,240,Preston Park Elementary,              60
2022-2023,124,Roanoke City ,220,Roanoke Academy For Mathematics & Science Elementary,             132
2022-2023,124,Roanoke City ,320,Round Hill Elementary,              86
2022-2023,124,Roanoke City ,70,Virginia Heights Elementary,              47
2022-2023,124,Roanoke City ,90,Wasena Elementary,              34
2022-2023,124,Roanoke City ,350,Westside Elementary,             102
2022-2023,124,Roanoke City ,400,William Fleming High,             281
2022-2023,124,Roanoke City ,150,Woodrow Wilson Middle,             119
2022-2023,80,Roanoke County ,420,Back Creek Elementary,              64
2022-2023,80,Roanoke County ,752,Bonsack Elementary,              48
2022-2023,80,Roanoke County ,180,Burlington Elementary,              89
2022-2023,80,Roanoke County ,560,Cave Spring Elementary,              93
2022-2023,80,Roanoke County ,470,Cave Spring High,             129
2022-2023,80,Roanoke County ,620,Cave Spring Middle,             112
2022-2023,80,Roanoke County ,330,Clearbrook Elementary,              62
2022-2023,80,Roanoke County ,40,Fort Lewis Elementary,              51
2022-2023,80,Roanoke County ,650,Glen Cove Elementary,              71
2022-2023,80,Roanoke County ,490,Glenvar Elementary,              81
2022-2023,80,Roanoke County ,610,Glenvar High,             104
2022-2023,80,Roanoke County ,751,Glenvar Middle,              96
2022-2023,80,Roanoke County ,600,Green Valley Elementary,              92
2022-2023,80,Roanoke County ,540,Herman L. Horn Elementary,              86
2022-2023,80,Roanoke County ,754,Hidden Valley High,              91
2022-2023,80,Roanoke County ,10,Hidden Valley Middle,              76
2022-2023,80,Roanoke County ,530,Mason's Cove Elementary,              65
2022-2023,80,Roanoke County ,290,Mount Pleasant Elementary,              68
2022-2023,80,Roanoke County ,500,Mountain View Elementary,              65
2022-2023,80,Roanoke County ,520,Northside High,             136
2022-2023,80,Roanoke County ,640,Northside Middle,             106
2022-2023,80,Roanoke County ,480,Oak Grove Elementary,              71
2022-2023,80,Roanoke County ,50,Penn Forest Elementary,              65
2022-2023,80,Roanoke County ,60,W.E. Cundiff Elementary,             100
2022-2023,80,Roanoke County ,630,William Byrd High,             166
2022-2023,80,Roanoke County ,232,William Byrd Middle,             150
2022-2023,81,Rockbridge County ,650,Central Elementary,              89
2022-2023,81,Rockbridge County ,150,Fairfield Elementary,              39
2022-2023,81,Rockbridge County ,678,Maury River Middle,              75
2022-2023,81,Rockbridge County ,340,Mountain View Elementary,              34
2022-2023,81,Rockbridge County ,641,Natural Bridge Elementary,              33
2022-2023,81,Rockbridge County ,22,Rockbridge County High,             110
2022-2023,82,Rockingham County ,870,Broadway High,             116
2022-2023,82,Rockingham County ,861,Cub Run Elementary,              45
2022-2023,82,Rockingham County ,391,East Rockingham High,              96
2022-2023,82,Rockingham County ,400,Elkton Elementary,              48
2022-2023,82,Rockingham County ,900,Elkton Middle,              78
2022-2023,82,Rockingham County ,940,Fulks Run Elementary,              12
2022-2023,82,Rockingham County ,960,J. Frank Hillyard Middle,              75
2022-2023,82,Rockingham County ,1071,John C. Myers Elementary,              62
2022-2023,82,Rockingham County ,970,John W. Wayland Elementary,              66
2022-2023,82,Rockingham County ,500,Lacey Spring Elementary,              37
2022-2023,82,Rockingham County ,360,Linville-Edom Elementary,              15
2022-2023,82,Rockingham County ,600,McGaheysville Elementary,              36
2022-2023,82,Rockingham County ,860,Montevideo Middle,              46
2022-2023,82,Rockingham County ,520,Mountain View Elementary,              43
2022-2023,82,Rockingham County ,920,Ottobine Elementary,              24
2022-2023,82,Rockingham County ,1073,Peak View Elementary,              69
2022-2023,82,Rockingham County ,10,Plains Elementary,              64
2022-2023,82,Rockingham County ,950,Pleasant Valley Elementary,              26
2022-2023,82,Rockingham County ,390,River Bend Elementary,              72
2022-2023,82,Rockingham County ,830,South River Elementary,              41
2022-2023,82,Rockingham County ,20,Spotswood High,             105
2022-2023,82,Rockingham County ,850,Turner Ashby High,              93
2022-2023,82,Rockingham County ,890,Wilbur S. Pence Middle,              56
2022-2023,83,Russell County ,580,Belfast Elementary,              12
2022-2023,83,Russell County ,792,Castlewood Elementary,              39
2022-2023,83,Russell County ,791,Castlewood High,              43
2022-2023,83,Russell County ,820,Copper Creek Elementary,              16
2022-2023,83,Russell County ,890,Honaker Elementary,              79
2022-2023,83,Russell County ,540,Honaker High,              52
2022-2023,83,Russell County ,410,Lebanon Elementary,              53
2022-2023,83,Russell County ,140,Lebanon High,              71
2022-2023,83,Russell County ,902,Lebanon Middle,              45
2022-2023,83,Russell County ,390,Lebanon Primary,              48
2022-2023,83,Russell County ,710,Swords Creek Elementary,<
2022-2023,139,Salem City ,100,Andrew Lewis Middle,             135
2022-2023,139,Salem City ,550,East Salem Elementary,              90
2022-2023,139,Salem City ,90,G.W. Carver Elementary,              71
2022-2023,139,Salem City ,70,Salem High,             171
2022-2023,139,Salem City ,580,South Salem Elementary,              91
2022-2023,139,Salem City ,460,West Salem Elementary,              82
2022-2023,84,Scott County ,750,Duffield-Pattonsville Primary,              60
2022-2023,84,Scott County ,42,Dungannon Elementary School,              15
2022-2023,84,Scott County ,102,Fort Blackmore Primary,              59
2022-2023,84,Scott County ,770,Gate City High,              88
2022-2023,84,Scott County ,771,Gate City Middle,              52
2022-2023,84,Scott County ,670,Hilton Elementary,              27
2022-2023,84,Scott County ,220,Nickelsville Elementary,              71
2022-2023,84,Scott County ,260,Rye Cove High,              46
2022-2023,84,Scott County ,20,Rye Cove Intermediate,              43
2022-2023,84,Scott County ,641,Shoemaker Elementary,             117
2022-2023,84,Scott County ,780,Twin Springs High,              46
2022-2023,84,Scott County ,772,Virginia Connections Academy,              58
2022-2023,84,Scott County ,740,Weber City Elementary,              64
2022-2023,84,Scott County ,790,Yuma Elementary,              41
2022-2023,85,Shenandoah County ,780,Central High,             115
2022-2023,85,Shenandoah County ,820,Honey Run Elementary,             112
2022-2023,85,Shenandoah County ,790,Mountain View High,              97
2022-2023,85,Shenandoah County ,40,North Fork Middle,              53
2022-2023,85,Shenandoah County ,30,Peter Muhlenberg Middle,              80
2022-2023,85,Shenandoah County ,810,Sandy Hook Elementary,             121
2022-2023,85,Shenandoah County ,50,Signal Knob Middle,              59
2022-2023,85,Shenandoah County ,770,Strasburg High,              77
2022-2023,85,Shenandoah County ,20,W.W. Robinson Elementary,             185
2022-2023,86,Smyth County ,290,Atkins Elementary,              49
2022-2023,86,Smyth County ,730,Chilhowie Elementary,              88
2022-2023,86,Smyth County ,460,Chilhowie High,              41
2022-2023,86,Smyth County ,851,Chilhowie Middle,              33
2022-2023,86,Smyth County ,710,Marion Elementary,              56
2022-2023,86,Smyth County ,680,Marion Middle,              65
2022-2023,86,Smyth County ,700,Marion Senior High,             113
2022-2023,86,Smyth County ,250,Northwood High,              41
2022-2023,86,Smyth County ,120,Northwood Middle,              25
2022-2023,86,Smyth County ,690,Oak Point Elementary,             110
2022-2023,86,Smyth County ,720,Rich Valley Elementary,              17
2022-2023,86,Smyth County ,740,Saltville Elementary,              38
2022-2023,86,Smyth County ,555,Sugar Grove Elementary,              18
2022-2023,87,Southampton County ,710,Capron Elementary,              17
2022-2023,87,Southampton County ,20,Meherrin Elementary,              45
2022-2023,87,Southampton County ,10,Nottoway Elementary,              29
2022-2023,87,Southampton County ,780,Riverdale Elementary,              59
2022-2023,87,Southampton County ,690,Southampton High,             106
2022-2023,87,Southampton County ,700,Southampton Middle,              90
2022-2023,88,Spotsylvania County ,10,Battlefield Elementary,              95
2022-2023,88,Spotsylvania County ,50,Battlefield Middle,             106
2022-2023,88,Spotsylvania County ,340,Berkeley Elementary,              71
2022-2023,88,Spotsylvania County ,400,Brock Road Elementary,             114
2022-2023,88,Spotsylvania County ,511,Cedar Forest Elementary,             121
2022-2023,88,Spotsylvania County ,40,Chancellor Elementary,              59
2022-2023,88,Spotsylvania County ,381,Chancellor High,             201
2022-2023,88,Spotsylvania County ,382,Chancellor Middle,             118
2022-2023,88,Spotsylvania County ,501,Courthouse Road Elementary,             161
2022-2023,88,Spotsylvania County ,22,Courtland Elementary,             117
2022-2023,88,Spotsylvania County ,20,Courtland High,             199
2022-2023,88,Spotsylvania County ,509,Freedom Middle,             156
2022-2023,88,Spotsylvania County ,507,Harrison Road Elementary,             129
2022-2023,88,Spotsylvania County ,30,Lee Hill Elementary,              93
2022-2023,88,Spotsylvania County ,350,Livingston Elementary,              61
2022-2023,88,Spotsylvania County ,506,Massaponax High,             268
2022-2023,88,Spotsylvania County ,505,Ni River Middle,             129
2022-2023,88,Spotsylvania County ,508,Parkside Elementary,             133
2022-2023,88,Spotsylvania County ,220,Post Oak Middle,             100
2022-2023,88,Spotsylvania County ,510,Riverbend High ,             273
2022-2023,88,Spotsylvania County ,503,Riverview Elementary,             121
2022-2023,88,Spotsylvania County ,60,Salem Elementary,              87
2022-2023,88,Spotsylvania County ,390,Smith Station Elementary,             125
2022-2023,88,Spotsylvania County ,360,Spotswood Elementary,              53
2022-2023,88,Spotsylvania County ,130,Spotsylvania Elementary,              76
2022-2023,88,Spotsylvania County ,370,Spotsylvania High,             201
2022-2023,88,Spotsylvania County ,330,Spotsylvania Middle,             141
2022-2023,88,Spotsylvania County ,502,Thornburg Middle,             110
2022-2023,88,Spotsylvania County ,504,Wilderness Elementary,             123
2022-2023,89,Stafford County ,40,Andrew G. Wright Middle,             106
2022-2023,89,Stafford County ,260,Anne E. Moncure Elementary,              89
2022-2023,89,Stafford County ,433,Anthony Burns Elementary,             102
2022-2023,89,Stafford County ,421,Brooke Point High,             292
2022-2023,89,Stafford County ,424,Colonial Forge High,             274
2022-2023,89,Stafford County ,431,Conway Elementary,              77
2022-2023,89,Stafford County ,432,Donald B. Dixon-Lyle R. Smith Middle,             110
2022-2023,89,Stafford County ,10,Edward E. Drew Jr. Middle,              84
2022-2023,89,Stafford County ,280,Falmouth Elementary,              97
2022-2023,89,Stafford County ,230,Ferry Farm Elementary,              79
2022-2023,89,Stafford County ,41,Garrisonville Elementary,              86
2022-2023,89,Stafford County ,270,Grafton Village Elementary,             103
2022-2023,89,Stafford County ,422,H.H. Poole Middle,             121
2022-2023,89,Stafford County ,320,Hampton Oaks Elementary,             115
2022-2023,89,Stafford County ,250,Hartwood Elementary,              94
2022-2023,89,Stafford County ,427,Kate Waller Barrett Elementary,              90
2022-2023,89,Stafford County ,429,Margaret Brent Elementary ,             100
2022-2023,89,Stafford County ,430,Mountain View High ,             266
2022-2023,89,Stafford County ,30,North Stafford High,             251
2022-2023,89,Stafford County ,992,North Star Early Childhood Education Center,             118
2022-2023,89,Stafford County ,300,Park Ridge Elementary,              95
2022-2023,89,Stafford County ,920,Rising Star Early Childhood Education Center at Melchers,             138
2022-2023,89,Stafford County ,60,Rockhill Elementary,             118
2022-2023,89,Stafford County ,425,Rocky Run Elementary,              99
2022-2023,89,Stafford County ,426,Rodney E. Thompson Middle,             112
2022-2023,89,Stafford County ,440,Shirley C. Heim Middle,             124
2022-2023,89,Stafford County ,111,Stafford Elementary,              90
2022-2023,89,Stafford County ,112,Stafford Middle,             151
2022-2023,89,Stafford County ,20,Stafford Senior High,             298
2022-2023,89,Stafford County ,162,T. Benton Gayle Middle,             129
2022-2023,89,Stafford County ,50,Widewater Elementary,              58
2022-2023,89,Stafford County ,423,Winding Creek Elementary,             103
2022-2023,126,Staunton City ,40,Arthur R. Ware Elementary,              48
2022-2023,126,Staunton City ,70,Bessie Weller Elementary,              46
2022-2023,126,Staunton City ,110,Shelburne Middle,              81
2022-2023,126,Staunton City ,41,Staunton City School PreSchool Programs,              45
2022-2023,126,Staunton City ,30,Staunton High,             118
2022-2023,126,Staunton City ,90,Thomas C. McSwain Elementary,              38
2022-2023,127,Suffolk City ,50,Booker T. Washington Elementary,              49
2022-2023,127,Suffolk City ,397,Colonel Fred Cherry Middle,              68
2022-2023,127,Suffolk City ,440,Creekside Elementary,              80
2022-2023,127,Suffolk City ,210,Elephant's Fork Elementary,              79
2022-2023,127,Suffolk City ,90,Florence Bowser Elementary,              86
2022-2023,127,Suffolk City ,390,Forest Glen Middle,              65
2022-2023,127,Suffolk City ,450,Hillpoint Elementary,              89
2022-2023,127,Suffolk City ,370,John F. Kennedy Middle,              82
2022-2023,127,Suffolk City ,380,John Yeates Middle,              55
2022-2023,127,Suffolk City ,230,Kilby Shores Elementary,              61
2022-2023,127,Suffolk City ,395,King's Fork High,             256
2022-2023,127,Suffolk City ,393,King's Fork Middle,             148
2022-2023,127,Suffolk City ,300,Lakeland High,             176
2022-2023,127,Suffolk City ,330,Mack Benn Jr. Elementary,              70
2022-2023,127,Suffolk City ,220,Nansemond Parkway Elementary,              52
2022-2023,127,Suffolk City ,240,Nansemond River High,             206
2022-2023,127,Suffolk City ,391,Northern Shores Elementary,              95
2022-2023,127,Suffolk City ,70,Oakland Elementary,              52
2022-2023,127,Suffolk City ,47,Southwestern Elementary,              62
2022-2023,90,Surry County ,30,Luther P. Jackson Middle,              43
2022-2023,90,Surry County ,10,Surry County High,              46
2022-2023,90,Surry County ,20,Surry Elementary,              49
2022-2023,91,Sussex County ,483,Sussex Central Elementary,              57
2022-2023,91,Sussex County ,340,Sussex Central High,              37
2022-2023,91,Sussex County ,482,Sussex Central Middle,              33
2022-2023,92,Tazewell County ,1020,Abb's Valley-Boissevain Elementary,              20
2022-2023,92,Tazewell County ,830,Cedar Bluff Elementary,              46
2022-2023,92,Tazewell County ,750,Dudley Primary,              55
2022-2023,92,Tazewell County ,940,Graham High,              76
2022-2023,92,Tazewell County ,960,Graham Intermediate,              58
2022-2023,92,Tazewell County ,10,Graham Middle,              64
2022-2023,92,Tazewell County ,822,Richlands Elementary,             121
2022-2023,92,Tazewell County ,821,Richlands High,             118
2022-2023,92,Tazewell County ,823,Richlands Middle,              89
2022-2023,92,Tazewell County ,890,Tazewell High,             106
2022-2023,92,Tazewell County ,450,Tazewell Intermediate,              72
2022-2023,92,Tazewell County ,100,Tazewell Middle,              65
2022-2023,92,Tazewell County ,1030,Tazewell Primary,              66
2022-2023,128,Virginia Beach City ,590,Alanton Elementary,              77
2022-2023,128,Virginia Beach City ,550,Arrowhead Elementary,              79
2022-2023,128,Virginia Beach City ,115,Bayside 6th Grade Campus,              50
2022-2023,128,Virginia Beach City ,280,Bayside Elementary,              90
2022-2023,128,Virginia Beach City ,530,Bayside High,             267
2022-2023,128,Virginia Beach City ,700,Bayside Middle,             108
2022-2023,128,Virginia Beach City ,60,Birdneck Elementary,             150
2022-2023,128,Virginia Beach City ,790,Brandon Middle,             142
2022-2023,128,Virginia Beach City ,630,Brookwood Elementary,              79
2022-2023,128,Virginia Beach City ,40,Centerville Elementary,              81
2022-2023,128,Virginia Beach City ,990,Christopher Farms Elementary,              52
2022-2023,128,Virginia Beach City ,720,College Park Elementary,              60
2022-2023,128,Virginia Beach City ,1041,Corporate Landing Elementary,             109
2022-2023,128,Virginia Beach City ,980,Corporate Landing Middle,             154
2022-2023,128,Virginia Beach City ,230,Creeds Elementary,              37
2022-2023,128,Virginia Beach City ,106,Diamond Springs Elementary,              63
2022-2023,128,Virginia Beach City ,780,Fairfield Elementary,              62
2022-2023,128,Virginia Beach City ,610,First Colonial High,             183
2022-2023,128,Virginia Beach City ,440,Floyd Kellam High,             182
2022-2023,128,Virginia Beach City ,30,Frank W. Cox High,             182
2022-2023,128,Virginia Beach City ,870,Glenwood Elementary,             189
2022-2023,128,Virginia Beach City ,430,Great Neck Middle,             118
2022-2023,128,Virginia Beach City ,1050,Green Run Collegiate,              27
2022-2023,128,Virginia Beach City ,770,Green Run Elementary,              66
2022-2023,128,Virginia Beach City ,10,Green Run High,             243
2022-2023,128,Virginia Beach City ,540,Hermitage Elementary,              71
2022-2023,128,Virginia Beach City ,600,Holland Elementary,              64
2022-2023,128,Virginia Beach City ,740,Independence Middle,             170
2022-2023,128,Virginia Beach City ,800,Indian Lakes Elementary,              79
2022-2023,128,Virginia Beach City ,360,John B. Dey Elementary,              85
2022-2023,128,Virginia Beach City ,450,Kempsville Elementary,              84
2022-2023,128,Virginia Beach City ,620,Kempsville High,             222
2022-2023,128,Virginia Beach City ,410,Kempsville Meadows Elementary,              70
2022-2023,128,Virginia Beach City ,690,Kempsville Middle,             115
2022-2023,128,Virginia Beach City ,420,King's Grant Elementary,              59
2022-2023,128,Virginia Beach City ,580,Kingston Elementary,              61
2022-2023,128,Virginia Beach City ,932,Landstown Elementary,             103
2022-2023,128,Virginia Beach City ,1030,Landstown High,             241
2022-2023,128,Virginia Beach City ,931,Landstown Middle,             175
2022-2023,128,Virginia Beach City ,970,Larkspur Middle,             237
2022-2023,128,Virginia Beach City ,330,Linkhorn Park Elementary,              81
2022-2023,128,Virginia Beach City ,460,Luxford Elementary,              72
2022-2023,128,Virginia Beach City ,520,Lynnhaven Elementary,              53
2022-2023,128,Virginia Beach City ,730,Lynnhaven Middle,             136
2022-2023,128,Virginia Beach City ,500,Malibu Elementary,              76
2022-2023,128,Virginia Beach City ,1020,New Castle Elementary,              89
2022-2023,128,Virginia Beach City ,710,Newtown Elementary,              71
2022-2023,128,Virginia Beach City ,760,North Landing Elementary,              50
2022-2023,128,Virginia Beach City ,880,Ocean Lakes Elementary,              68
