School Year,Division Name,fips_code,School Number,School Name,Total Count
2021-2022,Loudoun County,51107,880,Eagle Ridge Middle,109
2021-2022,Loudoun County,51107,730,Emerick Elementary,39
2021-2022,Loudoun County,51107,190,Evergreen Mill Elementary,78
2021-2022,Loudoun County,51107,210,Farmwell Station Middle,113
2021-2022,Loudoun County,51107,970,Forest Grove Elementary,57
2021-2022,Loudoun County,51107,91,Frances Hazel Reid Elementary,77
2021-2022,Loudoun County,51107,530,Frederick Douglass Elementary,114
2021-2022,Loudoun County,51107,120,Freedom High,180
2021-2022,Loudoun County,51107,371,Goshen Post Elementary,84
2021-2022,Loudoun County,51107,720,Guilford Elementary,47
2021-2022,Loudoun County,51107,230,Hamilton Elementary,25
2021-2022,Loudoun County,51107,921,Harmony Middle,163
2021-2022,Loudoun County,51107,520,Harper Park Middle,138
2021-2022,Loudoun County,51107,900,Heritage High,220
2021-2022,Loudoun County,51107,111,Hillsboro Charter Academy,<
2021-2022,Loudoun County,51107,400,Hillside Elementary,63
2021-2022,Loudoun County,51107,820,Horizon Elementary,80
2021-2022,Loudoun County,51107,1131,Hovatter Elementary,82
2021-2022,Loudoun County,51107,960,Hutchison Farm Elementary,85
2021-2022,Loudoun County,51107,1110,Independence High,152
2021-2022,Loudoun County,51107,20,J. Lupton Simpson Middle,137
2021-2022,Loudoun County,51107,580,J. Michael Lunsford Middle,164
2021-2022,Loudoun County,51107,370,John Champe High,158
2021-2022,Loudoun County,51107,950,John W. Tolbert Jr. Elementary,68
2021-2022,Loudoun County,51107,600,Kenneth W.Culbert Elementary,62
2021-2022,Loudoun County,51107,80,Leesburg Elementary,50
2021-2022,Loudoun County,51107,430,Legacy Elementary,89
2021-2022,Loudoun County,51107,560,Liberty Elementary,83
2021-2022,Loudoun County,51107,1130,Lightridge High,114
2021-2022,Loudoun County,51107,290,Lincoln Elementary,10
2021-2022,Loudoun County,51107,860,Little River Elementary,107
2021-2022,Loudoun County,51107,660,Loudoun County High,208
2021-2022,Loudoun County,51107,680,Loudoun Valley High,211
2021-2022,Loudoun County,51107,780,Lovettsville Elementary,75
2021-2022,Loudoun County,51107,500,Lowes Island Elementary,71
2021-2022,Loudoun County,51107,130,Lucketts Elementary,32
2021-2022,Loudoun County,51107,1030,Madison's Trust Elementary,77
2021-2022,Loudoun County,51107,70,Meadowland Elementary,48
2021-2022,Loudoun County,51107,320,Mercer Middle,97
2021-2022,Loudoun County,51107,1200,Middleburg Community Charter,18
2021-2022,Loudoun County,51107,910,Mill Run Elementary,76
2021-2022,Loudoun County,51107,380,Moorefield Station Elementary,93
2021-2022,Loudoun County,51107,980,Mountain View Elementary,125
2021-2022,Loudoun County,51107,270,Newton-Lee Elementary,67
2021-2022,Loudoun County,51107,60,Park View High,185
2021-2022,Loudoun County,51107,340,Pinebrook Elementary,75
2021-2022,Loudoun County,51107,140,Potomac Falls High,191
2021-2022,Loudoun County,51107,250,Potowmack Elementary,75
2021-2022,Loudoun County,51107,930,River Bend Middle,179
2021-2022,Loudoun County,51107,1050,Riverside High,167
2021-2022,Loudoun County,51107,1060,Rock Ridge High,109
2021-2022,Loudoun County,51107,40,Rolling Ridge Elementary,44
2021-2022,Loudoun County,51107,550,Rosa Lee Carter Elementary,71
2021-2022,Loudoun County,51107,180,Round Hill Elementary,84
2021-2022,Loudoun County,51107,240,Sanders Corner Elementary,49
2021-2022,Loudoun County,51107,870,Seldens Landing Elementary,42
2021-2022,Loudoun County,51107,30,Seneca Ridge Middle,131
2021-2022,Loudoun County,51107,90,Smart's Mill Middle,123
2021-2022,Loudoun County,51107,690,Sterling Elementary,52
2021-2022,Loudoun County,51107,760,Sterling Middle,129
2021-2022,Loudoun County,51107,350,Steuart W. Weller Elementary,63
2021-2022,Loudoun County,51107,850,Stone Bridge High,229
2021-2022,Loudoun County,51107,570,Stone Hill Middle,77
2021-2022,Loudoun County,51107,10,Sugarland Elementary,46
2021-2022,Loudoun County,51107,750,Sully Elementary,41
2021-2022,Loudoun County,51107,280,Sycolin Creek Elementary,62
2021-2022,Loudoun County,51107,1371,Thomas Jefferson High for Science and Technology,<
2021-2022,Loudoun County,51107,1040,Trailside Middle,120
2021-2022,Loudoun County,51107,200,Tuscarora High,198
2021-2022,Loudoun County,51107,700,Waterford Elementary,25
2021-2022,Loudoun County,51107,1140,Waxpool Elementary,71
2021-2022,Loudoun County,51107,360,Willard Middle,122
2021-2022,Loudoun County,51107,590,Woodgrove High,265
2021-2022,Louisa County,51109,660,Jouett Elementary,80
2021-2022,Louisa County,51109,602,Louisa County High,302
2021-2022,Louisa County,51109,601,Louisa County Middle,195
2021-2022,Louisa County,51109,80,Moss-Nuckols Elementary,108
2021-2022,Louisa County,51109,610,Thomas Jefferson Elementary,99
2021-2022,Louisa County,51109,641,Trevilians Elementary,76
2021-2022,Lunenburg County,51111,560,Central High,67
2021-2022,Lunenburg County,51111,240,Kenbridge Elementary,67
2021-2022,Lunenburg County,51111,171,Lunenburg Middle,51
2021-2022,Lunenburg County,51111,140,Victoria Elementary,62
2021-2022,Lynchburg City,51680,290,Bedford Hills Elementary,96
2021-2022,Lynchburg City,51680,70,Dearington Elementary/Innovation,28
2021-2022,Lynchburg City,51680,260,E.C. Glass High,180
2021-2022,Lynchburg City,51680,1102,Heritage Elementary,74
2021-2022,Lynchburg City,51680,130,Heritage High,141
2021-2022,Lynchburg City,51680,360,Linkhorne Elementary,61
2021-2022,Lynchburg City,51680,350,Linkhorne Middle,89
2021-2022,Lynchburg City,51680,170,Paul Laurence Dunbar Middle for Innovation,73
2021-2022,Lynchburg City,51680,330,Paul Munro Elementary,47
2021-2022,Lynchburg City,51680,270,Perrymont Elementary,74
2021-2022,Lynchburg City,51680,190,Robert S. Payne Elementary,63
2021-2022,Lynchburg City,51680,370,Sandusky Elementary,48
2021-2022,Lynchburg City,51680,340,Sandusky Middle,109
2021-2022,Lynchburg City,51680,300,Sheffield Elementary,86
2021-2022,Lynchburg City,51680,90,T.C. Miller Elementary for Innovation,24
2021-2022,Lynchburg City,51680,250,William M. Bass Elementary,27
2021-2022,Madison County,51113,221,Madison County High,48
2021-2022,Madison County,51113,230,Madison Primary,35
2021-2022,Madison County,51113,200,Waverly Yowell Elementary,44
2021-2022,Madison County,51113,222,William H. Wetsel Middle,40
2021-2022,Manassas City,51683,470,Baldwin Elementary,64
2021-2022,Manassas City,51683,471,Baldwin Intermediate,29
2021-2022,Manassas City,51683,60,George Carr Round Elementary,47
2021-2022,Manassas City,51683,70,Grace E. Metz Middle,126
2021-2022,Manassas City,51683,310,Jennie Dean Elementary,107
2021-2022,Manassas City,51683,80,Mayfield Intermediate,81
2021-2022,Manassas City,51683,370,Osbourn High,279
2021-2022,Manassas City,51683,20,Richard C. Haydon Elementary,74
2021-2022,Manassas City,51683,10,Weems Elementary,47
2021-2022,Manassas Park City,51685,522,Cougar Elementary,123
2021-2022,Manassas Park City,51685,420,Manassas Park Elementary,107
2021-2022,Manassas Park City,51685,30,Manassas Park High,121
2021-2022,Manassas Park City,51685,31,Manassas Park Middle,117
2021-2022,Martinsville City,51690,222,Albert Harris Elementary,55
2021-2022,Martinsville City,51690,224,Clearview Early Learning Center,14
2021-2022,Martinsville City,51690,110,Martinsville High,58
2021-2022,Martinsville City,51690,10,Martinsville Middle,56
2021-2022,Martinsville City,51690,223,Patrick Henry Elementary,37
2021-2022,Mathews County,51115,291,Mathews Elementary,76
2021-2022,Mathews County,51115,190,Mathews High,44
2021-2022,Mathews County,51115,100,Thomas Hunter Middle,43
2021-2022,Mecklenburg County,51117,980,Bluestone  High,71
2021-2022,Mecklenburg County,51117,960,Bluestone Middle,48
2021-2022,Mecklenburg County,51117,910,Chase City Elementary,42
2021-2022,Mecklenburg County,51117,1000,Clarksville Elementary,64
2021-2022,Mecklenburg County,51117,1020,LaCrosse Elementary,54
2021-2022,Mecklenburg County,51117,990,Park View High,93
2021-2022,Mecklenburg County,51117,950,Park View Middle,69
2021-2022,Mecklenburg County,51117,190,South Hill Elementary,51
2021-2022,Middlesex County,51119,291,Middlesex Elementary,115
2021-2022,Middlesex County,51119,90,Middlesex High,60
2021-2022,Middlesex County,51119,140,St. Clare Walker Middle,48
2021-2022,Montgomery County,51121,902,Auburn Elementary,60
2021-2022,Montgomery County,51121,650,Auburn High,42
2021-2022,Montgomery County,51121,903,Auburn Middle,59
2021-2022,Montgomery County,51121,700,Belview Elementary,36
2021-2022,Montgomery County,51121,760,Blacksburg High,128
2021-2022,Montgomery County,51121,710,Blacksburg Middle,116
2021-2022,Montgomery County,51121,740,Christiansburg Elementary,44
2021-2022,Montgomery County,51121,770,Christiansburg High,118
2021-2022,Montgomery County,51121,671,Christiansburg Middle,113
2021-2022,Montgomery County,51121,780,Christiansburg Primary,49
2021-2022,Montgomery County,51121,30,Eastern Montgomery Elementary,66
2021-2022,Montgomery County,51121,904,Eastern Montgomery High,48
2021-2022,Montgomery County,51121,600,Falling Branch Elementary,76
2021-2022,Montgomery County,51121,750,Gilbert Linkous Elementary,34
2021-2022,Montgomery County,51121,10,Harding Avenue Elementary,36
2021-2022,Montgomery County,51121,901,Kipps Elementary,41
2021-2022,Montgomery County,51121,730,Margaret Beeks Elementary,36
2021-2022,Montgomery County,51121,210,Prices Fork Elementary,62
2021-2022,Montgomery County,51121,290,Shawsville Middle,36
2021-2022,Nelson County,51125,710,Nelson County High,91
2021-2022,Nelson County,51125,730,Nelson Middle,65
2021-2022,Nelson County,51125,10,Rockfish River Elementary,50
2021-2022,Nelson County,51125,20,Tye River Elementary,71
2021-2022,New Kent County,51127,180,George W. Watkins Elementary,85
2021-2022,New Kent County,51127,10,New Kent Elementary,122
2021-2022,New Kent County,51127,20,New Kent High,125
2021-2022,New Kent County,51127,100,New Kent Middle,87
2021-2022,Newport News City,51700,1404,Achievable Dream Academy,49
2021-2022,Newport News City,51700,1405,Achievable Dream Middle/High,28
2021-2022,Newport News City,51700,1250,B.C. Charles Elementary,74
2021-2022,Newport News City,51700,110,B.T. Washington Middle,30
2021-2022,Newport News City,51700,1170,Carver Elementary,79
2021-2022,Newport News City,51700,1393,Crittenden Middle,160
2021-2022,Newport News City,51700,50,David A. Dutrow Elementary,20
2021-2022,Newport News City,51700,1398,Deer Park Elementary,38
2021-2022,Newport News City,51700,1402,Denbigh Early Childhood Center,48
2021-2022,Newport News City,51700,280,Denbigh High,225
2021-2022,Newport News City,51700,130,Discovery STEM Academy,70
2021-2022,Newport News City,51700,20,Ella J. Fitzgerald Middle,160
2021-2022,Newport News City,51700,1260,Ethel M. Gildersleeve Middle,155
2021-2022,Newport News City,51700,1407,General Stanford Elementary,47
2021-2022,Newport News City,51700,70,George J. McIntosh Elementary,84
2021-2022,Newport News City,51700,1395,Heritage High,220
2021-2022,Newport News City,51700,1210,Hidenwood Elementary,60
2021-2022,Newport News City,51700,1080,Hilton Elementary,33
2021-2022,Newport News City,51700,1270,Homer L. Hines Middle,179
2021-2022,Newport News City,51700,91,Huntington Middle,64
2021-2022,Newport News City,51700,1411,John Marshall Early Childhood Center,33
2021-2022,Newport News City,51700,300,Joseph H. Saunders Elementary,51
2021-2022,Newport News City,51700,1180,Katherine Johnson Elementary,71
2021-2022,Newport News City,51700,1290,Kiln Creek Elementary,94
2021-2022,Newport News City,51700,310,Knollwood Meadows Elementary,95
2021-2022,Newport News City,51700,200,L.F. Palmer Elementary,26
2021-2022,Newport News City,51700,1400,Mary Passage Middle,183
2021-2022,Newport News City,51700,1220,Menchville High,268
2021-2022,Newport News City,51700,1120,Newsome Park Elementary,72
2021-2022,Newport News City,51700,150,Oliver C. Greenwood Elementary,35
2021-2022,Newport News City,51700,270,Richard T. Yates Elementary,48
2021-2022,Newport News City,51700,1230,Richneck Elementary,38
2021-2022,Newport News City,51700,1150,Riverside Elementary,55
2021-2022,Newport News City,51700,250,Sedgefield Elementary,47
2021-2022,Newport News City,51700,1240,Stoney Run Elementary,80
2021-2022,Newport News City,51700,290,T. Ryland Sanford Elementary,44
2021-2022,Newport News City,51700,1070,Warwick High,205
2021-2022,Newport News City,51700,1410,Watkins Early Childhood Center,45
2021-2022,Newport News City,51700,320,Willis A. Jenkins Elementary,58
2021-2022,Newport News City,51700,1396,Woodside High,223
2021-2022,Norfolk City,51710,185,Academy for Discovery at Lakewood,69
2021-2022,Norfolk City,51710,760,Azalea Gardens Middle,135
2021-2022,Norfolk City,51710,250,Bay View Elementary,49
2021-2022,Norfolk City,51710,510,Berkley/Campostella Early Childhood Education Center,<
2021-2022,Norfolk City,51710,20,Blair Middle,209
2021-2022,Norfolk City,51710,880,Booker T Washington High,222
2021-2022,Norfolk City,51710,40,Camp Allen Elementary,56
2021-2022,Norfolk City,51710,220,Chesterfield Academy Elementary,40
2021-2022,Norfolk City,51710,550,Coleman Place Elementary,58
2021-2022,Norfolk City,51710,560,Crossroads Elementary,152
2021-2022,Norfolk City,51710,740,Easton Preschool,56
2021-2022,Norfolk City,51710,90,Ghent K-8,53
2021-2022,Norfolk City,51710,420,Granby Elementary,67
2021-2022,Norfolk City,51710,390,Granby High,254
2021-2022,Norfolk City,51710,610,Ingleside Elementary,45
2021-2022,Norfolk City,51710,430,Jacox Elementary,53
2021-2022,Norfolk City,51710,131,James Monroe Elementary,29
2021-2022,Norfolk City,51710,790,Lake Taylor,106
2021-2022,Norfolk City,51710,840,Lake Taylor High,162
2021-2022,Norfolk City,51710,210,Larchmont Elementary,54
2021-2022,Norfolk City,51710,670,Larrymore Elementary,86
2021-2022,Norfolk City,51710,520,Lindenwood Elementary,26
2021-2022,Norfolk City,51710,682,Little Creek Elementary,92
2021-2022,Norfolk City,51710,460,Mary Calcott Elementary,55
2021-2022,Norfolk City,51710,10,Matthew Fontaine Maury High,250
2021-2022,Norfolk City,51710,490,Northside Middle,134
2021-2022,Norfolk City,51710,620,Norview Elementary,65
2021-2022,Norfolk City,51710,580,Norview High,236
2021-2022,Norfolk City,51710,570,Norview Middle,246
2021-2022,Norfolk City,51710,190,Ocean View Elementary,59
2021-2022,Norfolk City,51710,630,Oceanair Elementary,48
2021-2022,Norfolk City,51710,530,P.B. Young Sr. Elementary,19
2021-2022,Norfolk City,51710,480,Richard Bowling Elementary,65
2021-2022,Norfolk City,51710,850,Sewells Point Elementary,98
2021-2022,Norfolk City,51710,650,Sherwood Forest Elementary,55
2021-2022,Norfolk City,51710,770,Southside STEM Academy at Campostella,125
2021-2022,Norfolk City,51710,820,St. Helena Elementary,31
2021-2022,Norfolk City,51710,500,Suburban Park Elementary,58
2021-2022,Norfolk City,51710,100,Tanners Creek Elementary,69
2021-2022,Norfolk City,51710,800,Tarrallton Elementary,42
2021-2022,Norfolk City,51710,780,Tidewater Park Elementary,28
2021-2022,Norfolk City,51710,150,Walter Herron Taylor Elementary,28
2021-2022,Norfolk City,51710,471,Willard Model Elementary,75
2021-2022,Norfolk City,51710,30,William H. Ruffner Middle,86
2021-2022,Norfolk City,51710,860,Willoughby Early Childhood Center,37
2021-2022,Northampton County,51131,452,Kiptopeke Elementary,50
2021-2022,Northampton County,51131,350,Northampton High,78
2021-2022,Northampton County,51131,360,Northampton Middle,34
2021-2022,Northampton County,51131,451,Occohannock Elementary,67
2021-2022,Northumberland County,51133,331,Northumberland Elementary,70
2021-2022,Northumberland County,51133,40,Northumberland High,58
2021-2022,Northumberland County,51133,210,Northumberland Middle,39
2021-2022,Norton City,51720,20,J.I. Burton High,54
2021-2022,Norton City,51720,40,Norton Elementary,104
2021-2022,Nottoway County,51135,340,Blackstone Primary,59
2021-2022,Nottoway County,51135,330,Crewe Primary,47
2021-2022,Nottoway County,51135,301,Nottoway High,75
2021-2022,Nottoway County,51135,300,Nottoway Intermediate,30
2021-2022,Nottoway County,51135,302,Nottoway Middle,32
2021-2022,Orange County,51137,360,Gordon-Barbour Elementary,42
2021-2022,Orange County,51137,70,Lightfoot Elementary,27
2021-2022,Orange County,51137,50,Locust Grove Elementary,69
2021-2022,Orange County,51137,471,Locust Grove Middle,93
2021-2022,Orange County,51137,51,Locust Grove Primary,66
2021-2022,Orange County,51137,330,Orange County High,198
2021-2022,Orange County,51137,370,Orange Elementary,78
2021-2022,Orange County,51137,340,Prospect Heights Middle,67
2021-2022,Orange County,51137,350,Unionville Elementary,19
2021-2022,Page County,51139,350,Luray Elementary,79
2021-2022,Page County,51139,110,Luray High,82
2021-2022,Page County,51139,400,Luray Middle,64
2021-2022,Page County,51139,380,Page County High,43
2021-2022,Page County,51139,390,Page County Middle,37
2021-2022,Page County,51139,310,Shenandoah Elementary,39
2021-2022,Page County,51139,50,Springfield Elementary,24
2021-2022,Page County,51139,210,Stanley Elementary,36
2021-2022,Patrick County,51141,440,Blue Ridge Elementary,40
2021-2022,Patrick County,51141,350,Hardin Reynolds Memorial School,43
2021-2022,Patrick County,51141,150,Meadows of Dan Elementary,46
2021-2022,Patrick County,51141,700,Patrick County High,123
2021-2022,Patrick County,51141,680,Patrick Springs Primary,72
2021-2022,Patrick County,51141,320,Stuart Elementary,63
2021-2022,Patrick County,51141,80,Woolwine Elementary,41
2021-2022,Petersburg City,51730,110,Cool Spring Elementary,31
2021-2022,Petersburg City,51730,170,Lakemont Elementary,30
2021-2022,Petersburg City,51730,200,Petersburg High,152
2021-2022,Petersburg City,51730,180,Pleasants Lane Elementary,47
2021-2022,Petersburg City,51730,121,Vernon Johns Middle,131
2021-2022,Petersburg City,51730,130,Walnut Hill Elementary,47
2021-2022,Petersburg City,51730,160,Westview Early Childhood Education Center,<
2021-2022,Pittsylvania County,51143,1853,Brosville Elementary,16
2021-2022,Pittsylvania County,51143,640,Chatham Elementary,47
2021-2022,Pittsylvania County,51143,1720,Chatham High,80
2021-2022,Pittsylvania County,51143,1660,Chatham Middle,61
2021-2022,Pittsylvania County,51143,1680,Dan River High,98
2021-2022,Pittsylvania County,51143,1090,Dan River Middle,45
2021-2022,Pittsylvania County,51143,280,Gretna Elementary,45
2021-2022,Pittsylvania County,51143,1700,Gretna High,68
2021-2022,Pittsylvania County,51143,290,Gretna Middle,45
2021-2022,Pittsylvania County,51143,30,John L. Hurt Elementary,28
2021-2022,Pittsylvania County,51143,1690,Kentuck Elementary,64
2021-2022,Pittsylvania County,51143,1750,Mount Airy Elementary,14
2021-2022,Pittsylvania County,51143,1460,Southside Elementary,47
2021-2022,Pittsylvania County,51143,1710,Stony Mill Elementary,47
2021-2022,Pittsylvania County,51143,1730,Tunstall High,103
2021-2022,Pittsylvania County,51143,1130,Tunstall Middle,61
2021-2022,Pittsylvania County,51143,1851,Twin Springs Elementary,71
2021-2022,Pittsylvania County,51143,1740,Union Hall Elementary,17
2021-2022,Poquoson City,51735,150,Poquoson Elementary,51
2021-2022,Poquoson City,51735,10,Poquoson High,72
2021-2022,Poquoson City,51735,130,Poquoson Middle,41
2021-2022,Poquoson City,51735,160,Poquoson Primary,68
2021-2022,Portsmouth City,51740,1766,Brighton Elementary,37
2021-2022,Portsmouth City,51740,321,Churchland Academy Elementary,76
2021-2022,Portsmouth City,51740,650,Churchland Elementary,56
2021-2022,Portsmouth City,51740,500,Churchland High,181
2021-2022,Portsmouth City,51740,320,Churchland Middle,129
2021-2022,Portsmouth City,51740,322,Churchland Preschool Center,24
2021-2022,Portsmouth City,51740,160,Churchland Primary & Intermediate,51
2021-2022,Portsmouth City,51740,1400,Cradock Elementary,66
2021-2022,Portsmouth City,51740,1130,Cradock Middle,77
2021-2022,Portsmouth City,51740,190,Douglass Park Elementary,48
2021-2022,Portsmouth City,51740,1630,Hodges Manor Elementary,33
2021-2022,Portsmouth City,51740,240,I.C. Norcom High,183
2021-2022,Portsmouth City,51740,1650,Lakeview Elementary,65
2021-2022,Portsmouth City,51740,1660,Manor High,167
2021-2022,Portsmouth City,51740,1768,Mount Hermon Preschool Center,25
2021-2022,Portsmouth City,51740,1770,Olive Branch Preschool Center,31
2021-2022,Portsmouth City,51740,60,Park View Elementary,65
2021-2022,Portsmouth City,51740,290,Simonsdale Elementary,84
2021-2022,Portsmouth City,51740,1769,Victory Elementary,54
2021-2022,Portsmouth City,51740,230,Waterview Elementary,44
2021-2022,Portsmouth City,51740,210,Westhaven Elementary,71
2021-2022,Portsmouth City,51740,310,William E. Waters Middle,90
2021-2022,Powhatan County,51145,21,Flat Rock Elementary,118
2021-2022,Powhatan County,51145,231,Pocahontas Elementary,106
2021-2022,Powhatan County,51145,13,Powhatan Elementary,62
2021-2022,Powhatan County,51145,11,Powhatan High,194
2021-2022,Powhatan County,51145,130,Powhatan Middle,121
2021-2022,Prince Edward County,51147,400,Prince Edward County High,87
2021-2022,Prince Edward County,51147,10,Prince Edward Elementary,105
2021-2022,Prince Edward County,51147,20,Prince Edward Middle,70
2021-2022,Prince George County,51149,340,David A. Harrison Elementary,82
2021-2022,Prince George County,51149,320,J.E.J. Moore Middle,205
2021-2022,Prince George County,51149,310,L.L. Beazley Elementary,71
2021-2022,Prince George County,51149,290,North Elementary,107
2021-2022,Prince George County,51149,20,Prince George High,241
2021-2022,Prince George County,51149,300,South Elementary,67
2021-2022,Prince George County,51149,280,William A. Walton Elementary,76
2021-2022,Prince William County,51153,330,A. Henderson Elementary,98
2021-2022,Prince William County,51153,760,Antietam Elementary,99
2021-2022,Prince William County,51153,200,Ashland Elementary,104
2021-2022,Prince William County,51153,290,Battlefield High,312
2021-2022,Prince William County,51153,670,Bel Air Elementary,62
2021-2022,Prince William County,51153,600,Belmont Elementary,72
2021-2022,Prince William County,51153,840,Bennett Elementary,108
2021-2022,Prince William County,51153,530,Brentsville District High,140
2021-2022,Prince William County,51153,860,Bristow Run Elementary,98
2021-2022,Prince William County,51153,950,Buckland Mills Elementary,80
2021-2022,Prince William County,51153,920,Bull Run Middle,153
2021-2022,Prince William County,51153,620,C.A. Sinclair Elementary,90
2021-2022,Prince William County,51153,710,C.D. Hylton High,228
2021-2022,Prince William County,51153,900,Cedar Point Elementary,86
2021-2022,Prince William County,51153,5010,Charles J. Colgan Sr. High,297
2021-2022,Prince William County,51153,970,Chris Yung Elementary,90
2021-2022,Prince William County,51153,660,Coles Elementary,51
2021-2022,Prince William County,51153,309,Covington-Harper Elementary,97
2021-2022,Prince William County,51153,610,Dale City Elementary,80
2021-2022,Prince William County,51153,280,Dumfries Elementary,62
2021-2022,Prince William County,51153,490,E.H. Marsteller Middle,151
2021-2022,Prince William County,51153,580,Elizabeth Vaughan Elementary,62
2021-2022,Prince William County,51153,120,Enterprise Elementary,55
2021-2022,Prince William County,51153,370,Fannie W. Fitzgerald Elementary,100
2021-2022,Prince William County,51153,450,Featherstone Elementary,62
2021-2022,Prince William County,51153,870,Forest Park High,271
2021-2022,Prince William County,51153,520,Fred M. Lynn Middle,153
2021-2022,Prince William County,51153,300,Freedom High,355
2021-2022,Prince William County,51153,5130,Gainesville High,168
2021-2022,Prince William County,51153,960,Gainesville Middle,154
2021-2022,Prince William County,51153,690,Gar-Field High,362
2021-2022,Prince William County,51153,630,George G. Tyler Elementary,66
2021-2022,Prince William County,51153,640,George M. Hampton Middle,149
2021-2022,Prince William County,51153,770,George P. Mullen Elementary,98
2021-2022,Prince William County,51153,340,Glenkirk Elementary,115
2021-2022,Prince William County,51153,510,Graham Park Middle,110
2021-2022,Prince William County,51153,250,Haymarket Elementary,96
2021-2022,Prince William County,51153,380,Herbert J. Saunders Middle,157
2021-2022,Prince William County,51153,220,J.W. Alvey Elementary,76
2021-2022,Prince William County,51153,319,John D. Jenkins Elementary,73
2021-2022,Prince William County,51153,130,John F. Pattie Sr. Elementary,141
2021-2022,Prince William County,51153,70,Kerrydale Elementary,43
2021-2022,Prince William County,51153,306,Kyle R. Wilson Elementary,92
2021-2022,Prince William County,51153,180,Lake Ridge Elementary,95
2021-2022,Prince William County,51153,720,Lake Ridge Middle,162
2021-2022,Prince William County,51153,830,Leesylvania Elementary,109
2021-2022,Prince William County,51153,460,Loch Lomond Elementary,74
2021-2022,Prince William County,51153,880,Louise A. Benton Middle,179
2021-2022,Prince William County,51153,160,Martin Luther King Jr. Elementary,30
2021-2022,Prince William County,51153,570,Marumsco Hills Elementary,53
2021-2022,Prince William County,51153,231,Mary G. Porter Traditional,43
2021-2022,Prince William County,51153,240,Mary Williams Elementary,85
2021-2022,Prince William County,51153,30,Minnieville Elementary,88
2021-2022,Prince William County,51153,800,Montclair Elementary,89
2021-2022,Prince William County,51153,810,Mountain View Elementary,82
2021-2022,Prince William County,51153,700,Neabsco Elementary,73
2021-2022,Prince William County,51153,260,Occoquan Elementary,87
2021-2022,Prince William County,51153,820,Old Bridge Elementary,80
2021-2022,Prince William County,51153,80,Osbourn Park High,222
2021-2022,Prince William County,51153,501,Parkside Middle,232
2021-2022,Prince William County,51153,1060,Patriot High,287
2021-2022,Prince William County,51153,945,Pennington Traditional,38
2021-2022,Prince William County,51153,110,Piney Branch Elementary,101
2021-2022,Prince William County,51153,140,Potomac High,309
2021-2022,Prince William County,51153,170,Potomac Middle,139
2021-2022,Prince William County,51153,414,Potomac Shores Middle,131
2021-2022,Prince William County,51153,550,Potomac View Elementary,44
2021-2022,Prince William County,51153,440,R. Dean Kilby Elementary,91
2021-2022,Prince William County,51153,591,Rippon Middle,144
2021-2022,Prince William County,51153,750,River Oaks Elementary,61
2021-2022,Prince William County,51153,40,Rockledge Elementary,55
2021-2022,Prince William County,51153,310,Ronald Wilson Reagan Middle,144
2021-2022,Prince William County,51153,941,Rosa Parks Elementary,83
2021-2022,Prince William County,51153,360,Samuel L. Gravely Jr. Elementary,107
2021-2022,Prince William County,51153,730,Sharon C. McAuliffe Elementary,62
2021-2022,Prince William County,51153,500,Signal Hill Elementary,131
2021-2022,Prince William County,51153,850,Sonnie Penn Elementary,103
2021-2022,Prince William County,51153,320,Springwoods Elementary,84
2021-2022,Prince William County,51153,780,Stuart M. Beville Middle,166
2021-2022,Prince William County,51153,20,Sudley Elementary,82
2021-2022,Prince William County,51153,270,Suella G. Ellis Elementary,70
2021-2022,Prince William County,51153,890,Swans Creek Elementary,61
2021-2022,Prince William County,51153,470,T. Clay Wood Elementary,104
2021-2022,Prince William County,51153,150,The Nokesville School,151
2021-2022,Prince William County,51153,790,Thurgood Marshall Elementary,67
2021-2022,Prince William County,51153,430,Triangle Elementary,94
2021-2022,Prince William County,51153,480,Unity Braxton Middle,155
2021-2022,Prince William County,51153,680,Unity Reed High,402
2021-2022,Prince William County,51153,390,Victory Elementary,110
2021-2022,Prince William County,51153,540,West Gate Elementary,103
2021-2022,Prince William County,51153,740,Westridge Elementary,64
2021-2022,Prince William County,51153,190,Woodbine Pre-School Center,64
2021-2022,Prince William County,51153,60,Woodbridge High,316
2021-2022,Prince William County,51153,560,Woodbridge Middle,117
2021-2022,Prince William County,51153,350,Yorkshire Elementary,86
2021-2022,Pulaski County,51155,20,Critzer Elementary,68
2021-2022,Pulaski County,51155,540,Dublin Elementary,59
2021-2022,Pulaski County,51155,560,Pulaski County Middle,136
2021-2022,Pulaski County,51155,10,Pulaski County Senior High,190
2021-2022,Pulaski County,51155,230,Pulaski Elementary,79
2021-2022,Pulaski County,51155,500,Riverlawn Elementary,47
2021-2022,Pulaski County,51155,430,Snowville Elementary,29
2021-2022,Radford City,51750,10,Belle Heth Elementary,115
2021-2022,Radford City,51750,42,John N. Dalton Intermediate,47
2021-2022,Radford City,51750,20,McHarg Elementary,62
2021-2022,Radford City,51750,41,Radford High,72
2021-2022,Rappahannock County,51157,240,Rappahannock County Elementary,67
2021-2022,Rappahannock County,51157,230,Rappahannock County High,44
2021-2022,Richmond City,51760,30,Albert Hill Middle,85
2021-2022,Richmond City,51760,750,Amelia Street Special Education,21
2021-2022,Richmond City,51760,850,Armstrong High,210
2021-2022,Richmond City,51760,390,Barack Obama Elementary,27
2021-2022,Richmond City,51760,100,Bellevue Elementary,23
