School Year,Division Name,fips_code,School Number,School Name,Total Count
2022-2023,Loudoun County,51107,210,Farmwell Station Middle,105
2022-2023,Loudoun County,51107,970,Forest Grove Elementary,91
2022-2023,Loudoun County,51107,91,Frances Hazel Reid Elementary,64
2022-2023,Loudoun County,51107,530,Frederick Douglass Elementary,117
2022-2023,Loudoun County,51107,120,Freedom High,174
2022-2023,Loudoun County,51107,371,Goshen Post Elementary,95
2022-2023,Loudoun County,51107,720,Guilford Elementary,41
2022-2023,Loudoun County,51107,230,Hamilton Elementary,30
2022-2023,Loudoun County,51107,921,Harmony Middle,185
2022-2023,Loudoun County,51107,520,Harper Park Middle,121
2022-2023,Loudoun County,51107,900,Heritage High,215
2022-2023,Loudoun County,51107,111,Hillsboro Charter Academy,<
2022-2023,Loudoun County,51107,400,Hillside Elementary,68
2022-2023,Loudoun County,51107,820,Horizon Elementary,87
2022-2023,Loudoun County,51107,1131,Hovatter Elementary,91
2022-2023,Loudoun County,51107,960,Hutchison Farm Elementary,98
2022-2023,Loudoun County,51107,1110,Independence High,191
2022-2023,Loudoun County,51107,20,J. Lupton Simpson Middle,136
2022-2023,Loudoun County,51107,580,J. Michael Lunsford Middle,159
2022-2023,Loudoun County,51107,370,John Champe High,140
2022-2023,Loudoun County,51107,950,John W. Tolbert Jr. Elementary,78
2022-2023,Loudoun County,51107,600,Kenneth W.Culbert Elementary,59
2022-2023,Loudoun County,51107,80,Leesburg Elementary,66
2022-2023,Loudoun County,51107,430,Legacy Elementary,91
2022-2023,Loudoun County,51107,560,Liberty Elementary,82
2022-2023,Loudoun County,51107,1130,Lightridge High,139
2022-2023,Loudoun County,51107,290,Lincoln Elementary,<
2022-2023,Loudoun County,51107,860,Little River Elementary,103
2022-2023,Loudoun County,51107,660,Loudoun County High,189
2022-2023,Loudoun County,51107,680,Loudoun Valley High,202
2022-2023,Loudoun County,51107,780,Lovettsville Elementary,82
2022-2023,Loudoun County,51107,500,Lowes Island Elementary,64
2022-2023,Loudoun County,51107,130,Lucketts Elementary,29
2022-2023,Loudoun County,51107,1030,Madison's Trust Elementary,70
2022-2023,Loudoun County,51107,70,Meadowland Elementary,54
2022-2023,Loudoun County,51107,320,Mercer Middle,124
2022-2023,Loudoun County,51107,1200,Middleburg Community Charter,20
2022-2023,Loudoun County,51107,910,Mill Run Elementary,71
2022-2023,Loudoun County,51107,380,Moorefield Station Elementary,99
2022-2023,Loudoun County,51107,980,Mountain View Elementary,128
2022-2023,Loudoun County,51107,270,Newton-Lee Elementary,60
2022-2023,Loudoun County,51107,60,Park View High,171
2022-2023,Loudoun County,51107,340,Pinebrook Elementary,79
2022-2023,Loudoun County,51107,140,Potomac Falls High,194
2022-2023,Loudoun County,51107,250,Potowmack Elementary,73
2022-2023,Loudoun County,51107,930,River Bend Middle,189
2022-2023,Loudoun County,51107,1050,Riverside High,173
2022-2023,Loudoun County,51107,1060,Rock Ridge High,112
2022-2023,Loudoun County,51107,40,Rolling Ridge Elementary,42
2022-2023,Loudoun County,51107,550,Rosa Lee Carter Elementary,85
2022-2023,Loudoun County,51107,180,Round Hill Elementary,95
2022-2023,Loudoun County,51107,240,Sanders Corner Elementary,51
2022-2023,Loudoun County,51107,870,Seldens Landing Elementary,49
2022-2023,Loudoun County,51107,30,Seneca Ridge Middle,134
2022-2023,Loudoun County,51107,90,Smart's Mill Middle,126
2022-2023,Loudoun County,51107,690,Sterling Elementary,43
2022-2023,Loudoun County,51107,760,Sterling Middle,129
2022-2023,Loudoun County,51107,350,Steuart W. Weller Elementary,74
2022-2023,Loudoun County,51107,850,Stone Bridge High,231
2022-2023,Loudoun County,51107,570,Stone Hill Middle,75
2022-2023,Loudoun County,51107,10,Sugarland Elementary,55
2022-2023,Loudoun County,51107,750,Sully Elementary,51
2022-2023,Loudoun County,51107,280,Sycolin Creek Elementary,79
2022-2023,Loudoun County,51107,1371,Thomas Jefferson High for Science and Technology,<
2022-2023,Loudoun County,51107,1040,Trailside Middle,120
2022-2023,Loudoun County,51107,200,Tuscarora High,187
2022-2023,Loudoun County,51107,700,Waterford Elementary,22
2022-2023,Loudoun County,51107,1140,Waxpool Elementary,81
2022-2023,Loudoun County,51107,360,Willard Middle,125
2022-2023,Loudoun County,51107,590,Woodgrove High,248
2022-2023,Louisa County,51109,660,Jouett Elementary,105
2022-2023,Louisa County,51109,602,Louisa County High,290
2022-2023,Louisa County,51109,601,Louisa County Middle,199
2022-2023,Louisa County,51109,80,Moss-Nuckols Elementary,84
2022-2023,Louisa County,51109,610,Thomas Jefferson Elementary,88
2022-2023,Louisa County,51109,641,Trevilians Elementary,96
2022-2023,Lunenburg County,51111,560,Central High,62
2022-2023,Lunenburg County,51111,240,Kenbridge Elementary,71
2022-2023,Lunenburg County,51111,171,Lunenburg Middle,50
2022-2023,Lunenburg County,51111,140,Victoria Elementary,51
2022-2023,Lynchburg City,51680,290,Bedford Hills Elementary,85
2022-2023,Lynchburg City,51680,70,Dearington Elementary/Innovation,26
2022-2023,Lynchburg City,51680,260,E.C. Glass High,173
2022-2023,Lynchburg City,51680,1102,Heritage Elementary,67
2022-2023,Lynchburg City,51680,130,Heritage High,139
2022-2023,Lynchburg City,51680,360,Linkhorne Elementary,61
2022-2023,Lynchburg City,51680,350,Linkhorne Middle,89
2022-2023,Lynchburg City,51680,170,Paul Laurence Dunbar Middle for Innovation,67
2022-2023,Lynchburg City,51680,330,Paul Munro Elementary,43
2022-2023,Lynchburg City,51680,270,Perrymont Elementary,65
2022-2023,Lynchburg City,51680,190,Robert S. Payne Elementary,75
2022-2023,Lynchburg City,51680,370,Sandusky Elementary,46
2022-2023,Lynchburg City,51680,340,Sandusky Middle,116
2022-2023,Lynchburg City,51680,300,Sheffield Elementary,89
2022-2023,Lynchburg City,51680,90,T.C. Miller Elementary School for Innovation,22
2022-2023,Lynchburg City,51680,250,William M. Bass Elementary,22
2022-2023,Madison County,51113,221,Madison County High,49
2022-2023,Madison County,51113,230,Madison Primary,38
2022-2023,Madison County,51113,200,Waverly Yowell Elementary,48
2022-2023,Madison County,51113,222,William H. Wetsel Middle,39
2022-2023,Manassas City,51683,470,Baldwin Elementary,66
2022-2023,Manassas City,51683,471,Baldwin Intermediate,24
2022-2023,Manassas City,51683,60,George Carr Round Elementary,54
2022-2023,Manassas City,51683,70,Grace E. Metz Middle,113
2022-2023,Manassas City,51683,310,Jennie Dean Elementary,139
2022-2023,Manassas City,51683,80,Mayfield Intermediate,69
2022-2023,Manassas City,51683,370,Osbourn High,271
2022-2023,Manassas City,51683,20,Richard C. Haydon Elementary,63
2022-2023,Manassas City,51683,10,Weems Elementary,58
2022-2023,Manassas Park City,51685,522,Cougar Elementary,146
2022-2023,Manassas Park City,51685,420,Manassas Park Elementary,104
2022-2023,Manassas Park City,51685,30,Manassas Park High,115
2022-2023,Manassas Park City,51685,31,Manassas Park Middle,129
2022-2023,Martinsville City,51690,222,Albert Harris Elementary,62
2022-2023,Martinsville City,51690,224,Clearview Early Learning Center,13
2022-2023,Martinsville City,51690,110,Martinsville High,64
2022-2023,Martinsville City,51690,10,Martinsville Middle,52
2022-2023,Martinsville City,51690,223,Patrick Henry Elementary,41
2022-2023,Mathews County,51115,291,Mathews Elementary,73
2022-2023,Mathews County,51115,190,Mathews High,46
2022-2023,Mathews County,51115,100,Thomas Hunter Middle,49
2022-2023,Mecklenburg County,51117,910,Chase City Elementary,36
2022-2023,Mecklenburg County,51117,1000,Clarksville Elementary,72
2022-2023,Mecklenburg County,51117,1020,LaCrosse Elementary,52
2022-2023,Mecklenburg County,51117,1041,Mecklenburg County High,121
2022-2023,Mecklenburg County,51117,1040,Mecklenburg County Middle,121
2022-2023,Mecklenburg County,51117,190,South Hill Elementary,65
2022-2023,Middlesex County,51119,291,Middlesex Elementary,115
2022-2023,Middlesex County,51119,90,Middlesex High,53
2022-2023,Middlesex County,51119,140,St. Clare Walker Middle,42
2022-2023,Montgomery County,51121,902,Auburn Elementary,66
2022-2023,Montgomery County,51121,650,Auburn High,62
2022-2023,Montgomery County,51121,903,Auburn Middle,43
2022-2023,Montgomery County,51121,700,Belview Elementary,39
2022-2023,Montgomery County,51121,760,Blacksburg High,140
2022-2023,Montgomery County,51121,710,Blacksburg Middle,120
2022-2023,Montgomery County,51121,740,Christiansburg Elementary,56
2022-2023,Montgomery County,51121,770,Christiansburg High,140
2022-2023,Montgomery County,51121,671,Christiansburg Middle,105
2022-2023,Montgomery County,51121,780,Christiansburg Primary,49
2022-2023,Montgomery County,51121,30,Eastern Montgomery Elementary,65
2022-2023,Montgomery County,51121,904,Eastern Montgomery High,45
2022-2023,Montgomery County,51121,600,Falling Branch Elementary,88
2022-2023,Montgomery County,51121,750,Gilbert Linkous Elementary,32
2022-2023,Montgomery County,51121,10,Harding Avenue Elementary,31
2022-2023,Montgomery County,51121,901,Kipps Elementary,39
2022-2023,Montgomery County,51121,730,Margaret Beeks Elementary,37
2022-2023,Montgomery County,51121,210,Prices Fork Elementary,51
2022-2023,Montgomery County,51121,290,Shawsville Middle,36
2022-2023,Nelson County,51125,710,Nelson County High,89
2022-2023,Nelson County,51125,730,Nelson Middle,71
2022-2023,Nelson County,51125,10,Rockfish River Elementary,46
2022-2023,Nelson County,51125,20,Tye River Elementary,64
2022-2023,New Kent County,51127,180,George W. Watkins Elementary,45
2022-2023,New Kent County,51127,10,New Kent Elementary,85
2022-2023,New Kent County,51127,20,New Kent High,121
2022-2023,New Kent County,51127,100,New Kent Middle,93
2022-2023,New Kent County,51127,300,Quinton Elementary,76
2022-2023,Newport News City,51700,1404,Achievable Dream Academy,48
2022-2023,Newport News City,51700,1405,Achievable Dream Middle/High,24
2022-2023,Newport News City,51700,1250,B.C. Charles Elementary,68
2022-2023,Newport News City,51700,110,B.T. Washington Middle,38
2022-2023,Newport News City,51700,1170,Carver Elementary,81
2022-2023,Newport News City,51700,1393,Crittenden Middle,135
2022-2023,Newport News City,51700,50,David A. Dutrow Elementary,20
2022-2023,Newport News City,51700,1398,Deer Park Elementary,38
2022-2023,Newport News City,51700,1402,Denbigh Early Childhood Center,51
2022-2023,Newport News City,51700,280,Denbigh High,220
2022-2023,Newport News City,51700,130,Discovery STEM Academy,77
2022-2023,Newport News City,51700,20,Ella J. Fitzgerald Middle,149
2022-2023,Newport News City,51700,1260,Ethel M. Gildersleeve Middle,176
2022-2023,Newport News City,51700,1407,General Stanford Elementary,52
2022-2023,Newport News City,51700,70,George J. McIntosh Elementary,94
2022-2023,Newport News City,51700,1395,Heritage High,216
2022-2023,Newport News City,51700,1210,Hidenwood Elementary,66
2022-2023,Newport News City,51700,1080,Hilton Elementary,29
2022-2023,Newport News City,51700,1270,Homer L. Hines Middle,136
2022-2023,Newport News City,51700,91,Huntington Middle,89
2022-2023,Newport News City,51700,1411,John Marshall Early Childhood Center,25
2022-2023,Newport News City,51700,300,Joseph H. Saunders Elementary,47
2022-2023,Newport News City,51700,1180,Katherine Johnson Elementary,78
2022-2023,Newport News City,51700,1290,Kiln Creek Elementary,104
2022-2023,Newport News City,51700,310,Knollwood Meadows Elementary,103
2022-2023,Newport News City,51700,200,L.F. Palmer Elementary,21
2022-2023,Newport News City,51700,1400,Mary Passage Middle,178
2022-2023,Newport News City,51700,1220,Menchville High,258
2022-2023,Newport News City,51700,1120,Newsome Park Elementary,67
2022-2023,Newport News City,51700,150,Oliver C. Greenwood Elementary,38
2022-2023,Newport News City,51700,270,Richard T. Yates Elementary,75
2022-2023,Newport News City,51700,1230,Richneck Elementary,34
2022-2023,Newport News City,51700,1150,Riverside Elementary,65
2022-2023,Newport News City,51700,250,Sedgefield Elementary,60
2022-2023,Newport News City,51700,1240,Stoney Run Elementary,74
2022-2023,Newport News City,51700,290,T. Ryland Sanford Elementary,47
2022-2023,Newport News City,51700,1070,Warwick High,220
2022-2023,Newport News City,51700,1410,Watkins Early Childhood Center,60
2022-2023,Newport News City,51700,320,Willis A. Jenkins Elementary,54
2022-2023,Newport News City,51700,1396,Woodside High,238
2022-2023,Norfolk City,51710,185,Academy for Discovery at Lakewood,77
2022-2023,Norfolk City,51710,760,Azalea Gardens Middle,124
2022-2023,Norfolk City,51710,250,Bay View Elementary,60
2022-2023,Norfolk City,51710,510,Berkley/Campostella Early Childhood Education Center,18
2022-2023,Norfolk City,51710,20,Blair Middle,206
2022-2023,Norfolk City,51710,880,Booker T Washington High,219
2022-2023,Norfolk City,51710,40,Camp Allen Elementary,38
2022-2023,Norfolk City,51710,220,Chesterfield Elementary,32
2022-2023,Norfolk City,51710,550,Coleman Place Elementary,74
2022-2023,Norfolk City,51710,560,Crossroads PreK-8 School,150
2022-2023,Norfolk City,51710,740,Easton Preschool at Fairlawn,93
2022-2023,Norfolk City,51710,90,Ghent K-8,56
2022-2023,Norfolk City,51710,420,Granby Elementary,48
2022-2023,Norfolk City,51710,390,Granby High,251
2022-2023,Norfolk City,51710,610,Ingleside Elementary,58
2022-2023,Norfolk City,51710,430,Jacox Elementary,62
2022-2023,Norfolk City,51710,131,James Monroe Elementary,43
2022-2023,Norfolk City,51710,790,Lake Taylor,79
2022-2023,Norfolk City,51710,840,Lake Taylor High,163
2022-2023,Norfolk City,51710,210,Larchmont Elementary,52
2022-2023,Norfolk City,51710,670,Larrymore Elementary,101
2022-2023,Norfolk City,51710,520,Lindenwood Elementary,35
2022-2023,Norfolk City,51710,682,Little Creek Elementary,109
2022-2023,Norfolk City,51710,460,Mary Calcott Elementary,49
2022-2023,Norfolk City,51710,10,Matthew Fontaine Maury High,221
2022-2023,Norfolk City,51710,490,Northside Middle,141
2022-2023,Norfolk City,51710,620,Norview Elementary,64
2022-2023,Norfolk City,51710,580,Norview High,250
2022-2023,Norfolk City,51710,570,Norview Middle,209
2022-2023,Norfolk City,51710,190,Ocean View Elementary,63
2022-2023,Norfolk City,51710,630,Oceanair Elementary,48
2022-2023,Norfolk City,51710,530,P.B. Young Sr. Elementary,19
2022-2023,Norfolk City,51710,480,Richard Bowling Elementary,68
2022-2023,Norfolk City,51710,850,Sewells Point Elementary,126
2022-2023,Norfolk City,51710,650,Sherwood Forest Elementary,55
2022-2023,Norfolk City,51710,770,Southside STEM Academy at Campostella,107
2022-2023,Norfolk City,51710,820,St. Helena Elementary,21
2022-2023,Norfolk City,51710,500,Suburban Park Elementary,78
2022-2023,Norfolk City,51710,100,Tanners Creek Elementary,73
2022-2023,Norfolk City,51710,800,Tarrallton Elementary,44
2022-2023,Norfolk City,51710,780,Tidewater Park Elementary,25
2022-2023,Norfolk City,51710,150,Walter Herron Taylor Elementary,33
2022-2023,Norfolk City,51710,471,Willard Elementary,76
2022-2023,Norfolk City,51710,30,William H. Ruffner Middle,71
2022-2023,Norfolk City,51710,860,Willoughby Early Childhood Center,43
2022-2023,Northampton County,51131,452,Kiptopeke Elementary,56
2022-2023,Northampton County,51131,350,Northampton High,70
2022-2023,Northampton County,51131,360,Northampton Middle,23
2022-2023,Northampton County,51131,451,Occohannock Elementary,59
2022-2023,Northumberland County,51133,331,Northumberland Elementary,70
2022-2023,Northumberland County,51133,40,Northumberland High,59
2022-2023,Northumberland County,51133,210,Northumberland Middle,26
2022-2023,Norton City,51720,20,J.I. Burton High,51
2022-2023,Norton City,51720,40,Norton Elementary,98
2022-2023,Nottoway County,51135,340,Blackstone Primary,57
2022-2023,Nottoway County,51135,330,Crewe Primary,44
2022-2023,Nottoway County,51135,301,Nottoway High,76
2022-2023,Nottoway County,51135,300,Nottoway Intermediate,40
2022-2023,Nottoway County,51135,302,Nottoway Middle,32
2022-2023,Orange County,51137,360,Gordon-Barbour Elementary,46
2022-2023,Orange County,51137,70,Lightfoot Elementary,26
2022-2023,Orange County,51137,50,Locust Grove Elementary,77
2022-2023,Orange County,51137,471,Locust Grove Middle,91
2022-2023,Orange County,51137,51,Locust Grove Primary,61
2022-2023,Orange County,51137,330,Orange County High,213
2022-2023,Orange County,51137,370,Orange Elementary,74
2022-2023,Orange County,51137,340,Prospect Heights Middle,74
2022-2023,Orange County,51137,350,Unionville Elementary,21
2022-2023,Page County,51139,350,Luray Elementary,83
2022-2023,Page County,51139,110,Luray High,75
2022-2023,Page County,51139,400,Luray Middle,54
2022-2023,Page County,51139,380,Page County High,43
2022-2023,Page County,51139,390,Page County Middle,26
2022-2023,Page County,51139,310,Shenandoah Elementary,39
2022-2023,Page County,51139,50,Springfield Elementary,26
2022-2023,Page County,51139,210,Stanley Elementary,46
2022-2023,Patrick County,51141,440,Blue Ridge Elementary,38
2022-2023,Patrick County,51141,350,Hardin Reynolds Memorial School,48
2022-2023,Patrick County,51141,150,Meadows of Dan Elementary,54
2022-2023,Patrick County,51141,700,Patrick County High,124
2022-2023,Patrick County,51141,680,Patrick Springs Primary,72
2022-2023,Patrick County,51141,320,Stuart Elementary,82
2022-2023,Patrick County,51141,80,Woolwine Elementary,34
2022-2023,Petersburg City,51730,110,Cool Spring Elementary,34
2022-2023,Petersburg City,51730,170,Lakemont Elementary,32
2022-2023,Petersburg City,51730,200,Petersburg High,167
2022-2023,Petersburg City,51730,180,Pleasants Lane Elementary,49
2022-2023,Petersburg City,51730,121,Vernon Johns Middle,130
2022-2023,Petersburg City,51730,130,Walnut Hill Elementary,50
2022-2023,Petersburg City,51730,160,Westview Early Childhood Education Center,<
2022-2023,Pittsylvania County,51143,1853,Brosville Elementary,33
2022-2023,Pittsylvania County,51143,640,Chatham Elementary,44
2022-2023,Pittsylvania County,51143,1720,Chatham High,77
2022-2023,Pittsylvania County,51143,1660,Chatham Middle,47
2022-2023,Pittsylvania County,51143,1680,Dan River High,94
2022-2023,Pittsylvania County,51143,1090,Dan River Middle,49
2022-2023,Pittsylvania County,51143,280,Gretna Elementary,53
2022-2023,Pittsylvania County,51143,1700,Gretna High,70
2022-2023,Pittsylvania County,51143,290,Gretna Middle,48
2022-2023,Pittsylvania County,51143,30,John L. Hurt Elementary,34
2022-2023,Pittsylvania County,51143,1690,Kentuck Elementary,53
2022-2023,Pittsylvania County,51143,1750,Mount Airy Elementary,18
2022-2023,Pittsylvania County,51143,1460,Southside Elementary,47
2022-2023,Pittsylvania County,51143,1710,Stony Mill Elementary,54
2022-2023,Pittsylvania County,51143,1730,Tunstall High,94
2022-2023,Pittsylvania County,51143,1130,Tunstall Middle,61
2022-2023,Pittsylvania County,51143,1851,Twin Springs Elementary,80
2022-2023,Pittsylvania County,51143,1740,Union Hall Elementary,19
2022-2023,Poquoson City,51735,150,Poquoson Elementary,60
2022-2023,Poquoson City,51735,10,Poquoson High,80
2022-2023,Poquoson City,51735,130,Poquoson Middle,34
2022-2023,Poquoson City,51735,160,Poquoson Primary,85
2022-2023,Portsmouth City,51740,1766,Brighton Elementary,27
2022-2023,Portsmouth City,51740,321,Churchland Academy Elementary,67
2022-2023,Portsmouth City,51740,650,Churchland Elementary,77
2022-2023,Portsmouth City,51740,500,Churchland High,177
2022-2023,Portsmouth City,51740,320,Churchland Middle,123
2022-2023,Portsmouth City,51740,322,Churchland Preschool Center,23
2022-2023,Portsmouth City,51740,160,Churchland Primary & Intermediate,51
2022-2023,Portsmouth City,51740,1400,Cradock Elementary,54
2022-2023,Portsmouth City,51740,1130,Cradock Middle,89
2022-2023,Portsmouth City,51740,190,Douglass Park Elementary,43
2022-2023,Portsmouth City,51740,1630,Hodges Manor Elementary,41
2022-2023,Portsmouth City,51740,240,I.C. Norcom High,168
2022-2023,Portsmouth City,51740,1650,Lakeview Elementary,66
2022-2023,Portsmouth City,51740,1660,Manor High,163
2022-2023,Portsmouth City,51740,1768,Mount Hermon Preschool Center,39
2022-2023,Portsmouth City,51740,1770,Olive Branch Preschool Center,39
2022-2023,Portsmouth City,51740,60,Park View Elementary,60
2022-2023,Portsmouth City,51740,290,Simonsdale Elementary,86
2022-2023,Portsmouth City,51740,1769,Victory Elementary,70
2022-2023,Portsmouth City,51740,230,Waterview Elementary,55
2022-2023,Portsmouth City,51740,210,Westhaven Elementary,61
2022-2023,Portsmouth City,51740,310,William E. Waters Middle,84
2022-2023,Powhatan County,51145,21,Flat Rock Elementary,118
2022-2023,Powhatan County,51145,231,Pocahontas Elementary,121
2022-2023,Powhatan County,51145,13,Powhatan Elementary,58
2022-2023,Powhatan County,51145,11,Powhatan High,193
2022-2023,Powhatan County,51145,130,Powhatan Middle,131
2022-2023,Prince Edward County,51147,400,Prince Edward County High,72
2022-2023,Prince Edward County,51147,10,Prince Edward Elementary,102
2022-2023,Prince Edward County,51147,20,Prince Edward Middle,72
2022-2023,Prince George County,51149,340,David A. Harrison Elementary,96
2022-2023,Prince George County,51149,320,J.E.J. Moore Middle,176
2022-2023,Prince George County,51149,310,L.L. Beazley Elementary,74
2022-2023,Prince George County,51149,280,Middle Road Elementary,69
2022-2023,Prince George County,51149,290,North Elementary,128
2022-2023,Prince George County,51149,20,Prince George High,241
2022-2023,Prince George County,51149,300,South Elementary,70
2022-2023,Prince William County,51153,330,A. Henderson Elementary,114
2022-2023,Prince William County,51153,760,Antietam Elementary,93
2022-2023,Prince William County,51153,200,Ashland Elementary,120
2022-2023,Prince William County,51153,290,Battlefield High,265
2022-2023,Prince William County,51153,670,Bel Air Elementary,57
2022-2023,Prince William County,51153,600,Belmont Elementary,76
2022-2023,Prince William County,51153,840,Bennett Elementary,137
2022-2023,Prince William County,51153,530,Brentsville District High,137
2022-2023,Prince William County,51153,860,Bristow Run Elementary,89
2022-2023,Prince William County,51153,950,Buckland Mills Elementary,84
2022-2023,Prince William County,51153,920,Bull Run Middle,151
2022-2023,Prince William County,51153,620,C.A. Sinclair Elementary,105
2022-2023,Prince William County,51153,710,C.D. Hylton High,228
2022-2023,Prince William County,51153,900,Cedar Point Elementary,97
2022-2023,Prince William County,51153,5010,Charles J. Colgan Sr. High,306
2022-2023,Prince William County,51153,970,Chris Yung Elementary,99
2022-2023,Prince William County,51153,660,Coles Elementary,69
2022-2023,Prince William County,51153,309,Covington-Harper Elementary,114
2022-2023,Prince William County,51153,610,Dale City Elementary,69
2022-2023,Prince William County,51153,280,Dumfries Elementary,71
2022-2023,Prince William County,51153,490,E.H. Marsteller Middle,150
2022-2023,Prince William County,51153,580,Elizabeth Vaughan Elementary,77
2022-2023,Prince William County,51153,120,Enterprise Elementary,50
2022-2023,Prince William County,51153,370,Fannie W. Fitzgerald Elementary,113
2022-2023,Prince William County,51153,450,Featherstone Elementary,52
2022-2023,Prince William County,51153,870,Forest Park High,256
2022-2023,Prince William County,51153,520,Fred M. Lynn Middle,125
2022-2023,Prince William County,51153,300,Freedom High,355
2022-2023,Prince William County,51153,5130,Gainesville High,251
2022-2023,Prince William County,51153,960,Gainesville Middle,170
2022-2023,Prince William County,51153,690,Gar-Field High,367
2022-2023,Prince William County,51153,630,George G. Tyler Elementary,73
2022-2023,Prince William County,51153,640,George M. Hampton Middle,148
2022-2023,Prince William County,51153,770,George P. Mullen Elementary,108
2022-2023,Prince William County,51153,340,Glenkirk Elementary,116
2022-2023,Prince William County,51153,510,Graham Park Middle,94
2022-2023,Prince William County,51153,250,Haymarket Elementary,106
2022-2023,Prince William County,51153,380,Herbert J. Saunders Middle,175
2022-2023,Prince William County,51153,220,J.W. Alvey Elementary,88
2022-2023,Prince William County,51153,319,John D. Jenkins Elementary,87
2022-2023,Prince William County,51153,130,John F. Pattie Sr. Elementary,185
2022-2023,Prince William County,51153,70,Kerrydale Elementary,59
2022-2023,Prince William County,51153,306,Kyle R. Wilson Elementary,108
2022-2023,Prince William County,51153,180,Lake Ridge Elementary,98
2022-2023,Prince William County,51153,720,Lake Ridge Middle,140
2022-2023,Prince William County,51153,830,Leesylvania Elementary,129
2022-2023,Prince William County,51153,460,Loch Lomond Elementary,73
2022-2023,Prince William County,51153,880,Louise A. Benton Middle,169
2022-2023,Prince William County,51153,1660,Manor High,<
2022-2023,Prince William County,51153,160,Martin Luther King Jr. Elementary,39
2022-2023,Prince William County,51153,570,Marumsco Hills Elementary,53
2022-2023,Prince William County,51153,231,Mary G. Porter Traditional,44
2022-2023,Prince William County,51153,240,Mary Williams Elementary,120
2022-2023,Prince William County,51153,30,Minnieville Elementary,94
2022-2023,Prince William County,51153,800,Montclair Elementary,86
2022-2023,Prince William County,51153,810,Mountain View Elementary,87
2022-2023,Prince William County,51153,700,Neabsco Elementary,73
2022-2023,Prince William County,51153,260,Occoquan Elementary,91
2022-2023,Prince William County,51153,820,Old Bridge Elementary,93
2022-2023,Prince William County,51153,80,Osbourn Park High,246
2022-2023,Prince William County,51153,501,Parkside Middle,190
2022-2023,Prince William County,51153,1060,Patriot High,263
2022-2023,Prince William County,51153,945,Pennington Traditional,36
2022-2023,Prince William County,51153,110,Piney Branch Elementary,110
2022-2023,Prince William County,51153,140,Potomac High,314
2022-2023,Prince William County,51153,170,Potomac Middle,135
2022-2023,Prince William County,51153,414,Potomac Shores Middle,124
2022-2023,Prince William County,51153,550,Potomac View Elementary,51
2022-2023,Prince William County,51153,440,R. Dean Kilby Elementary,112
2022-2023,Prince William County,51153,591,Rippon Middle,132
2022-2023,Prince William County,51153,750,River Oaks Elementary,77
2022-2023,Prince William County,51153,40,Rockledge Elementary,52
2022-2023,Prince William County,51153,310,Ronald Wilson Reagan Middle,142
2022-2023,Prince William County,51153,941,Rosa Parks Elementary,89
2022-2023,Prince William County,51153,360,Samuel L. Gravely Jr. Elementary,104
2022-2023,Prince William County,51153,730,Sharon C. McAuliffe Elementary,67
2022-2023,Prince William County,51153,500,Signal Hill Elementary,137
2022-2023,Prince William County,51153,850,Sonnie Penn Elementary,118
2022-2023,Prince William County,51153,320,Springwoods Elementary,96
2022-2023,Prince William County,51153,780,Stuart M. Beville Middle,168
2022-2023,Prince William County,51153,20,Sudley Elementary,81
2022-2023,Prince William County,51153,270,Suella G. Ellis Elementary,68
2022-2023,Prince William County,51153,890,Swans Creek Elementary,73
2022-2023,Prince William County,51153,470,T. Clay Wood Elementary,109
2022-2023,Prince William County,51153,150,The Nokesville School,142
2022-2023,Prince William County,51153,790,Thurgood Marshall Elementary,79
2022-2023,Prince William County,51153,430,Triangle Elementary,117
2022-2023,Prince William County,51153,480,Unity Braxton Middle,170
2022-2023,Prince William County,51153,680,Unity Reed High,368
2022-2023,Prince William County,51153,390,Victory Elementary,114
2022-2023,Prince William County,51153,540,West Gate Elementary,96
2022-2023,Prince William County,51153,740,Westridge Elementary,79
2022-2023,Prince William County,51153,190,Woodbine Pre-School Center,15
2022-2023,Prince William County,51153,60,Woodbridge High,319
2022-2023,Prince William County,51153,560,Woodbridge Middle,126
2022-2023,Prince William County,51153,350,Yorkshire Elementary,99
2022-2023,Pulaski County,51155,20,Critzer Elementary,70
2022-2023,Pulaski County,51155,540,Dublin Elementary,69
2022-2023,Pulaski County,51155,560,Pulaski County Middle,117
2022-2023,Pulaski County,51155,10,Pulaski County Senior High,165
2022-2023,Pulaski County,51155,230,Pulaski Elementary,80
2022-2023,Pulaski County,51155,500,Riverlawn Elementary,49
2022-2023,Pulaski County,51155,430,Snowville Elementary,21
2022-2023,Radford City,51750,10,Belle Heth Elementary,69
2022-2023,Radford City,51750,42,John N. Dalton Intermediate,30
2022-2023,Radford City,51750,20,McHarg Elementary,67
2022-2023,Radford City,51750,102,Radford City Virtual,160
2022-2023,Radford City,51750,41,Radford High,69
2022-2023,Rappahannock County,51157,240,Rappahannock County Elementary,72
2022-2023,Rappahannock County,51157,230,Rappahannock County High,38
2022-2023,Richmond City,51760,30,Albert Hill Middle,79
2022-2023,Richmond City,51760,750,Amelia Street Special Education,20
2022-2023,Richmond City,51760,850,Armstrong High,191
2022-2023,Richmond City,51760,390,Barack Obama Elementary,37
2022-2023,Richmond City,51760,100,Bellevue Elementary,23
2022-2023,Richmond City,51760,50,Binford Middle,73
2022-2023,Richmond City,51760,170,Blackwell Elementary,48
