Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Floyd,51063,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Fluvanna,51065,1,3.5
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Franklin County,51067,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Frederick,51069,3,3.1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Giles,51071,1,6.1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Gloucester,51073,1,2.5
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Goochland,51075,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Grayson,51077,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Greene,51079,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Greensville,51081,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Halifax,51083,1,3
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Hanover,51085,2,1.8
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Henrico,51087,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Henry,51089,3,6
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Highland,51091,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Isle of Wight,51093,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,James City,51095,1,1.2
2024,Gonorrhea,Locality,Spotsylvania,51177,111,74.2
2024,Gonorrhea,Locality,Stafford,51179,123,74.4
2024,Gonorrhea,Locality,Surry,51181,12,182
2024,Gonorrhea,Locality,Sussex,51183,14,130.1
2024,Gonorrhea,Locality,Tazewell,51185,12,30.7
2024,Gonorrhea,Locality,Warren,51187,20,47.8
2024,Gonorrhea,Locality,Washington,51191,34,62.9
2024,Gonorrhea,Locality,Westmoreland,51193,23,121
2024,Gonorrhea,Locality,Wise,51195,6,17.1
2024,Gonorrhea,Locality,Wythe,51197,9,32
2024,Gonorrhea,Locality,York,51199,55,77.5
2024,Gonorrhea,Locality,Alexandria,51510,389,250.6
2024,Gonorrhea,Locality,Bristol,51520,13,77.3
2024,Gonorrhea,Locality,Buena Vista City,51530,0,0
2024,Gonorrhea,Locality,Charlottesville,51540,87,193.4
2024,Gonorrhea,Locality,Chesapeake,51550,500,196.9
2024,Gonorrhea,Locality,Colonial Heights,51570,27,146.8
2024,Gonorrhea,Locality,Covington,51580,2,36.1
2024,Gonorrhea,Locality,Danville,51590,136,325.1
2024,Gonorrhea,Locality,Emporia,51595,10,183
2024,Gonorrhea,Locality,Fairfax City,51600,20,79.5
2024,Gonorrhea,Locality,Falls Church,51610,10,68.1
2024,Gonorrhea,Locality,Franklin City,51620,29,347.8
2024,Gonorrhea,Locality,Fredericksburg,51630,69,238.5
2024,Gonorrhea,Locality,Galax,51640,1,14.9
2024,Gonorrhea,Locality,Hampton,51650,632,461
2024,Gonorrhea,Locality,Harrisonburg,51660,62,121.4
2024,Gonorrhea,Locality,Hopewell,51670,141,619.7
2024,Gonorrhea,Locality,Lexington,51678,2,26.6
2024,Gonorrhea,Locality,Lynchburg,51680,148,186.1
2024,Gonorrhea,Locality,Manassas City,51683,55,128.8
2024,Gonorrhea,Locality,Manassas Park,51685,20,122.2
2024,Gonorrhea,Locality,Martinsville,51690,23,167.1
2024,Gonorrhea,Locality,Newport News,51700,733,400.3
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,King and Queen,51097,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,King George,51099,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,King William,51101,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Lancaster,51103,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Lee,51105,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Loudoun,51107,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Louisa,51109,1,2.4
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Lunenburg,51111,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Madison,51113,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Mathews,51115,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Mecklenburg,51117,4,13.1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Middlesex,51119,1,9.2
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Montgomery,51121,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Nelson,51125,1,6.8
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,New Kent,51127,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Northampton,51131,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Northumberland,51133,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Nottoway,51135,2,12.8
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Orange,51137,1,2.6
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Page,51139,1,4.2
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Patrick,51141,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Pittsylvania,51143,1,1.7
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Powhatan,51145,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Prince Edward,51147,2,9.1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Prince George,51149,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Prince William,51153,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Pulaski,51155,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Rappahannock,51157,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Richmond County,51159,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Roanoke County,51161,1,1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Rockbridge,51163,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Rockingham,51165,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Russell,51167,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Scott,51169,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Shenandoah,51171,1,2.2
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Smyth,51173,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Southampton,51175,2,11.1
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Spotsylvania,51177,1,0.7
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Stafford,51179,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Surry,51181,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Sussex,51183,2,18.6
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Tazewell,51185,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Warren,51187,1,2.4
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Washington,51191,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Westmoreland,51193,1,5.3
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Wise,51195,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Wythe,51197,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,York,51199,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Alexandria,51510,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Bristol,51520,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Buena Vista City,51530,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Charlottesville,51540,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Chesapeake,51550,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Colonial Heights,51570,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Covington,51580,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Danville,51590,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Emporia,51595,2,36.6
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Fairfax City,51600,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Falls Church,51610,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Franklin City,51620,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Fredericksburg,51630,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Galax,51640,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Hampton,51650,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Harrisonburg,51660,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Hopewell,51670,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Lexington,51678,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Lynchburg,51680,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Manassas City,51683,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Manassas Park,51685,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Martinsville,51690,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Newport News,51700,1,0.5
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Norfolk,51710,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Norton,51720,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Petersburg,51730,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Poquoson,51735,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Portsmouth,51740,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Radford,51750,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Richmond City,51760,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Roanoke City,51770,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Salem,51775,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Staunton,51790,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Suffolk,51800,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Virginia Beach,51810,1,0.2
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Waynesboro,51820,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Williamsburg,51830,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),Locality,Winchester,51840,0,0
2024,Spotted Fever Rickettsiosis (including RMSF),State,Virginia,NA,63,0.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Accomack,51001,4,12
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Albemarle,51003,11,9.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Alleghany,51005,1,6.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Amelia,51007,2,14.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Amherst,51009,8,25.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Appomattox,51011,2,11.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Arlington,51013,7,3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Augusta,51015,7,8.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Bath,51017,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Bedford,51019,9,11
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Bland,51021,1,16.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Botetourt,51023,8,23.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Brunswick,51025,3,19
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Buchanan,51027,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Buckingham,51029,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Campbell,51031,5,9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Caroline,51033,3,9.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Carroll,51035,1,3.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Charles City,51036,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Charlotte,51037,2,17.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Chesterfield,51041,30,7.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Clarke,51043,2,12.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Craig,51045,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Culpeper,51047,5,9.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Cumberland,51049,2,20.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Dickenson,51051,1,7.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Dinwiddie,51053,4,14.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Essex,51057,1,9.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Fairfax,51059,49,4.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Fauquier,51061,10,13.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Floyd,51063,1,6.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Fluvanna,51065,3,10.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Franklin County,51067,7,12.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Frederick,51069,5,5.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Giles,51071,2,12.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Gloucester,51073,1,2.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Goochland,51075,2,7.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Grayson,51077,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Greene,51079,3,14.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Greensville,51081,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Halifax,51083,4,12
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Hanover,51085,14,12.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Henrico,51087,30,9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Henry,51089,14,28.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Highland,51091,1,42.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Isle of Wight,51093,8,19.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,James City,51095,9,10.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,King and Queen,51097,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,King George,51099,1,3.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,King William,51101,1,5.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Lancaster,51103,1,9.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Lee,51105,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Loudoun,51107,15,3.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Louisa,51109,2,4.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Lunenburg,51111,1,8.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Madison,51113,3,21.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Mathews,51115,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Mecklenburg,51117,2,6.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Middlesex,51119,1,9.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Montgomery,51121,3,3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Nelson,51125,2,13.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,New Kent,51127,8,30.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Northampton,51131,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Northumberland,51133,1,8.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Nottoway,51135,2,12.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Orange,51137,6,15.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Page,51139,4,16.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Patrick,51141,2,11.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Pittsylvania,51143,5,8.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Powhatan,51145,3,9.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Prince Edward,51147,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Prince George,51149,1,2.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Prince William,51153,27,5.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Pulaski,51155,4,11.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Rappahannock,51157,1,13.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Richmond County,51159,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Roanoke County,51161,8,8.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Rockbridge,51163,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Rockingham,51165,9,10.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Russell,51167,2,7.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Scott,51169,1,4.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Shenandoah,51171,6,13.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Smyth,51173,5,17.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Southampton,51175,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Spotsylvania,51177,11,7.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Stafford,51179,12,7.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Surry,51181,2,30.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Sussex,51183,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Tazewell,51185,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Warren,51187,1,2.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Washington,51191,9,16.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Westmoreland,51193,1,5.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Wise,51195,4,11.4
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Wythe,51197,3,10.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,York,51199,6,8.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Alexandria,51510,12,7.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Bristol,51520,3,17.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Buena Vista City,51530,2,30.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Charlottesville,51540,7,15.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Chesapeake,51550,14,5.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Colonial Heights,51570,2,10.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Covington,51580,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Danville,51590,7,16.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Emporia,51595,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Fairfax City,51600,3,11.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Falls Church,51610,1,6.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Franklin City,51620,5,60
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Fredericksburg,51630,4,13.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Galax,51640,1,14.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Hampton,51650,9,6.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Harrisonburg,51660,5,9.8
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Hopewell,51670,3,13.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Lexington,51678,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Lynchburg,51680,8,10.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Manassas City,51683,2,4.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Manassas Park,51685,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Martinsville,51690,2,14.5
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Newport News,51700,13,7.1
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Norfolk,51710,19,8.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Norton,51720,1,28.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Petersburg,51730,8,24
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Poquoson,51735,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Portsmouth,51740,8,8.3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Radford,51750,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Richmond City,51760,21,9.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Roanoke City,51770,24,24.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Salem,51775,1,3.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Staunton,51790,1,3.9
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Suffolk,51800,3,3
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Virginia Beach,51810,26,5.7
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Waynesboro,51820,2,8.6
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Williamsburg,51830,0,0
2024,"Streptococcal disease, Group A, invasive or toxic shock",Locality,Winchester,51840,2,7.2
2024,"Streptococcal disease, Group A, invasive or toxic shock",State,Virginia,NA,677,7.8
2024,"Streptococcus pneumoniae, invasive (age < 5)",Health Planning Region,Central,NA,4,0.3
2024,"Streptococcus pneumoniae, invasive (age < 5)",Health Planning Region,Eastern,NA,8,0.4
2024,"Streptococcus pneumoniae, invasive (age < 5)",Health Planning Region,Northern,NA,8,0.3
2024,"Streptococcus pneumoniae, invasive (age < 5)",Health Planning Region,Northwest,NA,3,0.2
2024,"Streptococcus pneumoniae, invasive (age < 5)",Health Planning Region,Southwest,NA,2,0.2
2024,"Streptococcus pneumoniae, invasive (age < 5)",State,Virginia,NA,25,5.1
2024,"Syphilis, early",Locality,Accomack,51001,1,3
2024,"Syphilis, early",Locality,Albemarle,51003,6,5.2
2024,"Syphilis, early",Locality,Alleghany,51005,1,6.9
2024,"Syphilis, early",Locality,Amelia,51007,2,14.8
2024,"Syphilis, early",Locality,Amherst,51009,9,28.7
2024,"Syphilis, early",Locality,Appomattox,51011,3,17.8
2024,"Syphilis, early",Locality,Arlington,51013,74,31.6
2024,"Syphilis, early",Locality,Augusta,51015,5,6.4
2024,"Syphilis, early",Locality,Bath,51017,0,0
2024,"Syphilis, early",Locality,Bedford,51019,9,11
2024,"Syphilis, early",Locality,Bland,51021,0,0
2024,"Syphilis, early",Locality,Botetourt,51023,0,0
2024,"Syphilis, early",Locality,Brunswick,51025,4,25.4
2024,"Syphilis, early",Locality,Buchanan,51027,4,21
2024,"Syphilis, early",Locality,Buckingham,51029,4,23.6
2024,"Syphilis, early",Locality,Campbell,51031,15,27.1
2024,"Syphilis, early",Locality,Caroline,51033,3,9.2
2024,"Syphilis, early",Locality,Carroll,51035,2,6.8
2024,"Syphilis, early",Locality,Charles City,51036,0,0
2024,"Syphilis, early",Locality,Charlotte,51037,0,0
2024,"Syphilis, early",Locality,Chesterfield,51041,83,21.6
2024,"Syphilis, early",Locality,Clarke,51043,0,0
2024,"Syphilis, early",Locality,Craig,51045,0,0
2024,"Syphilis, early",Locality,Culpeper,51047,6,10.9
2024,"Syphilis, early",Locality,Cumberland,51049,2,20.2
2024,"Syphilis, early",Locality,Dickenson,51051,0,0
2024,"Syphilis, early",Locality,Dinwiddie,51053,10,35.3
2024,"Syphilis, early",Locality,Essex,51057,0,0
2024,"Syphilis, early",Locality,Fairfax,51059,141,12.3
2024,"Syphilis, early",Locality,Fauquier,51061,4,5.3
2024,"Syphilis, early",Locality,Floyd,51063,1,6.4
2024,"Syphilis, early",Locality,Fluvanna,51065,0,0
2024,"Syphilis, early",Locality,Franklin County,51067,3,5.4
2024,"Syphilis, early",Locality,Frederick,51069,5,5.2
2024,"Syphilis, early",Locality,Giles,51071,1,6.1
2024,"Syphilis, early",Locality,Gloucester,51073,5,12.5
2024,"Syphilis, early",Locality,Goochland,51075,1,3.7
2024,"Syphilis, early",Locality,Grayson,51077,0,0
2024,"Syphilis, early",Locality,Greene,51079,0,0
2024,"Syphilis, early",Locality,Greensville,51081,0,0
2024,"Syphilis, early",Locality,Halifax,51083,7,20.9
2024,"Syphilis, early",Locality,Hanover,51085,11,9.6
2024,"Syphilis, early",Locality,Henrico,51087,99,29.6
2024,"Syphilis, early",Locality,Henry,51089,19,38.2
2024,"Syphilis, early",Locality,Highland,51091,0,0
2024,"Syphilis, early",Locality,Isle of Wight,51093,4,9.8
2024,"Syphilis, early",Locality,James City,51095,9,10.9
2024,"Syphilis, early",Locality,King and Queen,51097,0,0
2024,"Syphilis, early",Locality,King George,51099,0,0
2024,"Syphilis, early",Locality,King William,51101,0,0
2024,"Syphilis, early",Locality,Lancaster,51103,1,9.2
2024,"Syphilis, early",Locality,Lee,51105,0,0
2024,"Syphilis, early",Locality,Loudoun,51107,30,6.9
2024,"Syphilis, early",Locality,Louisa,51109,0,0
2024,"Syphilis, early",Locality,Lunenburg,51111,1,8.3
2024,"Syphilis, early",Locality,Madison,51113,1,7.1
2024,"Syphilis, early",Locality,Mathews,51115,0,0
2024,"Syphilis, early",Locality,Mecklenburg,51117,1,3.3
2024,"Syphilis, early",Locality,Middlesex,51119,1,9.2
2024,"Syphilis, early",Locality,Montgomery,51121,4,4.1
2024,"Syphilis, early",Locality,Nelson,51125,0,0
2024,"Syphilis, early",Locality,New Kent,51127,1,3.8
2024,"Syphilis, early",Locality,Northampton,51131,2,16.6
2024,"Syphilis, early",Locality,Northumberland,51133,3,24.2
2024,"Syphilis, early",Locality,Nottoway,51135,3,19.3
2024,"Syphilis, early",Locality,Orange,51137,1,2.6
2024,"Syphilis, early",Locality,Page,51139,1,4.2
2024,"Syphilis, early",Locality,Patrick,51141,4,22.8
2024,"Syphilis, early",Locality,Pittsylvania,51143,6,10.1
2024,"Syphilis, early",Locality,Powhatan,51145,3,9.3
2024,"Syphilis, early",Locality,Prince Edward,51147,4,18.1
2024,"Syphilis, early",Locality,Prince George,51149,11,25.7
2024,"Syphilis, early",Locality,Prince William,51153,71,14.5
2024,"Syphilis, early",Locality,Pulaski,51155,1,3
2024,"Syphilis, early",Locality,Rappahannock,51157,0,0
2024,"Syphilis, early",Locality,Richmond County,51159,0,0
