X,Y,LATITUDE,LONGITUDE,PARAMETERS,OBJECTID,STREAM_NAME,STATION_DESCRIPTION,STATION,SURVEY_PROGRAM_CODES,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_LV4_CODE,LV4_DESCRIPTION,STA_LV5_CODE,LV5_DESCRIPTION,HUC_12,HUC_12_NAME,VAHU5,VAHU6,DOWNSTREAM_HUC_12,VADEQ_ADMIN_REGION,MONITORING_REGION,STATION_ALIAS,STATION_COMMENT,FIRST_SAMPLE_DATE,LAST_SAMPLE_DATE,SAMPLE_COUNT,FIRST_FISH_DATE,LAST_FISH_DATE,FISH_COUNT,FIRST_BENTHIC_DATE,LAST_BENTHIC_DATE,BENTHIC_N,WQX_DESCRIPTION,WQX_LOCATION
-8744671.6772,4525102.0117,37.614444445,-78.554722222,"AW=Nutrients, Bacteria, Field_Parameters.  TM=Benthic_stressors, Trace_elements, Organic_carbon, Bacteria, Field_Parameters.",239,Walton Fork,Walton Fork @ Rt 658,2-WTN002.50,AW TM,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802031304,Walton Fork-Ripley Creek,JM-M,JM54,020802031401,Piedmont,PRO,,,07/19/2005,11/12/2024,51,,,,04/11/2013,03/19/2024,6,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8598997.7546,4718210.4958,38.975833333,-77.246111111,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",240,Difficult Run,Rt. 193  (Georgetown Pike),1ADIF000.86,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700081004,Difficult Run,PL-H,PL22,020700081005,Northern,NVRO,01646000,"CB NON TIDAL USGS gage #01646000 (1935-PRESENT);  USGS Collects
Trend station;  TMDL station CY07 (BST) - jst
High frequency Bacteria station CY19, CY20, CY21  - jst",07/06/1972,12/12/2024,752,06/10/2021,06/02/2022,3,09/14/1994,09/10/2007,18,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8754474.5581,4677909.184,38.693826,-78.642783,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",241,Smith Creek,Rt. 620 Bridge,1BSMT004.60,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700060204,Smith Creek-Gap Creek,PS-L,PS62,020700060306,Valley,VRO,01632900,CB RIVER INPUT MONITORING ADD ON Collocated with 01632900,04/23/1979,12/18/2024,709,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8762580.5095,4659533.498,38.564872,-78.7156,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",242,War Branch,War Br. ~ 250 Feet Fr. Arkton Rd. Cross.,1BWAR002.18,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020700060203,Smith Creek-War Branch,PS-L,PS61,020700060204,Valley,VRO,0163287828,,05/16/2024,12/18/2024,15,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8624632.1596,4470554.2956,37.225277778,-77.476388889,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",243,Appomattox River,Route 600 Bridge (Chesterfield County),2-APP016.38,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802071001,Appomattox River-Oldtown Creek,JA-J,JA40,020802071002,Piedmont,PRO,"TF5.4A, 02041650",CB RIVER INPUT MONITORING Collocated with 02041650.,12/11/1989,12/13/2024,790,,,,06/11/2015,06/11/2015,2,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8578372.7268,4500031.7024,37.435833334,-77.060833334,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",244,Chickahominy River,Chickahominy R. At Rt 618 At Gage,2-CHK035.26,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802060505,Chickahominy River-Rumley Marsh,JL-E,JL23,020802060506,Piedmont,PRO,02042500,CB RIVER INPUT MONITORING ADD ON At gauging station 02042500.,04/26/1984,12/13/2024,453,12/02/2021,06/03/2022,2,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8619251.7176,4558257.461,37.85,-77.428055556,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.",245,North Anna River,Sta.1 - Rt. 30 Br (Morris Bridge),8-NAR005.42,BN,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801060803,North Anna River-Long Creek,YO-H,YO26,020801060901,Piedmont,PRO,01671020,"CB RIVER INPUT MONITORING ADD ON Collocated with gauge 01671020
https://waterdata.usgs.gov/monitoring-location/01671020/#parameterCode=00065&period=P7D",08/18/1972,12/17/2024,865,,,,11/04/2008,11/04/2008,2,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8537741.1126,4527795.8661,37.633611111,-76.695833333,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",246,Dragon Swamp,"Dragon Swamp, Rt. 603 Bridge",7-DRN010.48,BN FT TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801020204,Dragon Swamp-Meggs Bay,CB-B,CB09,020801020301,Piedmont,PRO,01669520,"CB NON TIDAL Collocated with gauge 01669520
https://waterdata.usgs.gov/monitoring-location/01669520/#parameterCode=00065&period=P7D",04/26/1995,12/19/2024,480,08/22/2019,08/22/2019,3,04/11/2008,04/26/2013,3,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8608583.5997,4546672.3427,37.767777778,-77.332222222,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",247,Pamunkey River,Pamunkey River At Rt. 614 Bridge,8-PMK082.34,BN FT TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801060901,Pamunkey River-Mechumps Creek,YO-I,YO27,020801060903,Piedmont,PRO,"TF4.1, 01673000","CB RIVER INPUT MONITORING Collocated with gauging station 01673000
https://waterdata.usgs.gov/monitoring-location/01673000/#parameterCode=00065&period=P7D",08/08/1979,12/17/2024,1147,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8692597.1739,4532991.6579,37.670565,-78.086929,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  HF=High_frequency_bacteria, Field_Parameters.",248,James River,"James R., Rt. 45 Bridge At Cartersville",2-JMS157.28,BN HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802050403,James River-Picketts Creek,JM-S,JM72,020802050501,Piedmont,PRO,02035000 TF5.1,"CB RIVER INPUT MONITORING Collocated with gauge 02035000; Lat and Long mapping datum = NAD83",06/20/1968,01/02/2025,1206,10/07/2021,08/28/2024,4,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8726251.3937,4482020.4453,37.30725,-78.38925,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  HF=High_frequency_bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",249,Appomattox River,Rt.45 Bridge At Farmville,2-APP110.93,BN HF TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802070206,Appomattox River-Bad Luck Branch,JA-B,JA09,020802070402,Piedmont,PRO,02039500,CB NON TIDAL Gage# 02039500,02/26/1968,12/16/2024,777,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8632136.9486,4517676.0345,37.561583333,-77.543805555,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  HF=High_frequency_bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",250,James River,James River At Rt. 147 Huguenot Bridge,2-JMS117.35,BN HF TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,02037500 Huguenot,"Huguenot Memorial Bridge at gauging station 02037500, sampling performed at Huguenot Canoe put-in on south bank for safety.",02/18/1968,01/02/2025,592,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8662913.6956,4654411.865,38.528888889,-77.820277778,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  HF=High_frequency_bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",251,Rappahannock River,Rt. # 29  (James Madison Hwy),3-RPP147.49,BN HF TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801030602,Rappahannock River-Ruffans Run,RA-F,RA18,020801030603,Northern,NVRO,,CB NON TIDAL Station is a non-tidal station was moved from Rt. 29 (business) due to accessibility (jst) gauging station: 01664000,02/16/2006,12/16/2024,482,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8679920.84,4630261.402,38.358972222,-77.973055555,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  RB=Field_Parameters.",252,Rapidan River,Rt. # 522  (Zachary Taylor Hwy),3-RAP030.21,BN RB,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801031001,Rapidan River-Rapidan,RA-J,RA37,020801031003,Northern,NVRO,,"CB RIVER INPUT MONITORING ADD ON 0.64 mi downstream from gauge 01667500;",09/09/1974,12/12/2024,660,,,,05/14/2007,09/01/2022,10,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8637772.2194,4603648.8077,38.171269683,-77.594428054,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  RB=Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",253,Po River,Rt. # 208   (Courthouse Rd),8-POR008.97,BN RB TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801050104,Po River-Lake Pocahontas,YO-L,YO41,020801050105,Northern,NVRO,01673800,"CB NON TIDAL Collocated with 01673800
https://waterdata.usgs.gov/monitoring-location/01673800/#parameterCode=00065&period=P7D",07/29/1987,12/19/2024,502,,,,09/23/2008,09/08/2021,11,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8597227.2058,4694678.2763,38.811303,-77.230206,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",254,Accotink Creek,Rt. # 620 (Braddock Rd),1AACO014.57,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700100402,Accotink Creek,PL-K,PL30,020700100805,Northern,NVRO,01654000,"CB NON TIDAL Collocated with gauge 01654000;   TMDL biomonitoring station CY16 - LDF
High Frequency Bacteria Monitoring CY19, CY20, CY21 - jst
https://waterdata.usgs.gov/monitoring-location/01654000/#parameterCode=00065&period=P7D",09/19/1974,12/12/2024,588,,,,05/23/2007,06/01/2016,4,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8635795.0308,4758264.2355,39.255,-77.576666667,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",255,Catoctin Creek,Rt. # 663  (Taylorstown Rd),1ACAX004.57,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,BIO,Biological Monitoring Site,020700080302,Catoctin Creek,PL-B,PL03,020700080401,Northern,NVRO,01638480,"CB NON TIDAL Collocated with gauge 01638480 (daily flow); TMDL station CY08 (BST)  -  jst",02/16/1978,12/11/2024,632,07/06/2022,07/06/2022,1,09/20/1994,09/09/2024,36,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8619344.4838,4662715.9937,38.587222222,-77.428888889,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",256,South Fork Quantico Creek,Rt. # 619  (Joplin Rd),1ASOQ006.73,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700110104,Quantico Creek,PL-P,PL52,020700110106,Northern,NVRO,01658500,"CB NON TIDAL watershed station CY16 - jst
USGS gage 01658500",10/29/1974,12/12/2024,354,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8789848.8372,4648405.4565,38.486666666,-78.960555556,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",257,Muddy Creek,Rt 726 Bridge At Gaging Station (Rocking,1BMDD005.81,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,BIO,Biological Monitoring Site,020700050503,Muddy Creek,PS-E,PS19,020700050504,Valley,VRO,"01621050, MD-726",CB NON TIDAL Collocated with gauge 01621050.,09/20/1993,12/18/2024,513,,,,10/03/1994,04/01/2008,17,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8720416.397,4718353.6894,38.976833333,-78.336833333,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",258,"Shenandoah River, North Fork",Rt. 55 Bridge Warren/Shenandoah County,1BNFS010.34,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700060703,North Fork Shenandoah River-Molly Booth Run,PS-Q,PS78,020700070102,Valley,VRO,01634000,CB RIVER INPUT MONITORING ADD ON Collocated with GAGE 01634000,07/18/1968,12/18/2024,1021,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8706269.5451,4709260.9344,38.913305556,-78.20975,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",259,"Shenandoah River, South Fork",Luray Ave. At Water Intake,1BSSF003.56,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700051004,South Fork Shenandoah River-Punches Run,PS-J,PS47,020700070102,Valley,VRO,01631000,CB RIVER INPUT MONITORING ADD ON Front Royal at gauging station 01631000,03/03/1970,12/19/2024,928,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8768750.7015,4623638.5418,38.312305555,-78.771027778,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",260,"Shenandoah River, South Fork",Rt. 708 Bridge,1BSSF100.10,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,BIO,Biological Monitoring Site,020700050801,South Fork Shenandoah River-Big Run,PS-H,PS32,020700050803,Valley,VRO,,CB RIVER INPUT MONITORING ADD ON 1.1 r-mi upstrm from 01628500 1 second order stream between the two sites! Lower Lewis Run,04/24/1979,12/17/2024,1130,04/11/2002,04/24/2012,8,10/25/1994,05/27/2014,13,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8784004.5639,4587512.5504,38.057222222,-78.908055555,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",261,South River,137 Feet Downstream Of Rt. 664 Bridge,1BSTH027.85,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020700050704,South River-Porterfield Run,PS-G,PS30,020700050705,Valley,VRO,01626000,CB RIVER INPUT MONITORING ADD ON Collocated with 01626000,05/17/1974,12/10/2024,699,04/05/2012,04/05/2012,2,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8894164.4767,4589299.551,38.069861111,-79.897638889,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",262,Back Creek,Off Rt. 39 At Gaging Station,2-BCC004.71,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802010204,Back Creek-Cummings Run,JU-B,JU07,020802010205,Valley,VRO,02011500,CB NON TIDAL collocated with gauge 02011500,04/26/1979,12/19/2024,628,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8857772.2798,4607048.8609,38.195277778,-79.570722222,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",263,Bullpasture River,800 Ft Upstream Of Rt. 614 Bridge,2-BLP000.79,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,BIO,Biological Monitoring Site,020802010605,Bullpasture River-Crab Run,JU-F,JU29,020802010701,Valley,VRO,,CB NON TIDAL Collocated with gauge 02015700,04/26/1979,12/19/2024,673,,,,10/11/1994,10/16/2013,18,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8849240.8777,4577613.0519,37.987166667,-79.494083333,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",264,Calfpasture River,77 Feet Downstream Of Rt. 42 Bridge,2-CFP004.67,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802020105,Calfpasture River-Fridley Branch,JU-P,JU65,020802020108,Valley,VRO,,CB NON TIDAL Collocated with gauge 02020500,04/09/1979,12/19/2024,629,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8668263.2156,4478751.4566,37.283888889,-77.868333333,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",265,Deep Creek,Deep Creek At Rt. 153 Bridge,2-DPC005.20,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802070704,Deep Creek-Sweathouse Creek,JA-G,JA32,020802070705,Piedmont,PRO,02041000,"CB NON TIDAL At gauge 02041000 - Deep Creek near Mannboro, Va. ('46-'99+)",07/02/1990,12/16/2024,487,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8625408.9594,4513522.5808,37.532001,-77.483367,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",266,James River,Boulevard Bridge,2-JMS113.20,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,02037500,CB RIVER INPUT MONITORING. Collocated with gage 02037618 no stream flow at this gage. Station moved from Hugenot Bridge for safety purposes.,06/18/1968,01/03/2025,573,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8835122.4742,4516797.2071,37.555325,-79.367255556,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",267,James River,Blue Ridge Pkwy Bridge Above Big Island,2-JMS279.41,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802030101,James River-Otter Creek,JM-A,JM01,020802030103,Blue Ridge,BRRO,02024752,"CB RIVER INPUT MONITORING ADD ON Gage: 02024752;  new chesapeake bay non-tidal trend station. initial monitoring 07/2004 new gage at BRPW 02024752",11/20/1974,12/19/2024,632,10/16/2024,10/16/2024,3,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8748954.3854,4593923.6206,38.102555555,-78.593194445,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",268,Mechums River,Rt. 614 Bridge At Gaging Station,2-MCM005.12,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802040102,Mechums River-Beaver Creek,JR-A,JR02,020802040203,Valley,VRO,02031000,CB NON TIDAL Collocated with gauge 02031000,03/25/1970,12/10/2024,740,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8837838.1626,4544474.0976,37.752166,-79.391651,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",269,Maury River,Rt. 60 At Ben Salem Wayside,2-MRY014.78,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802020501,Maury River-Bennetts Run,JU-T,JU81,020802020506,Valley,VRO,,CB NON TIDAL 0.73 r-mi downstream from 02024000,04/09/1979,12/05/2024,669,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8712588.3733,4559366.1757,37.857864,-78.266513,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",270,RIVANNA RIVER,Dgif Boat Launch Upstr Of Rt. 15 Br.,2-RVN015.97,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020802040501,Rivanna River-Stigger Creek,JR-E,JR19,020802040504,Valley,VRO,02034000,CB NON TIDAL Collocated with gauge 02034000,05/07/1974,12/10/2024,819,06/27/2018,06/27/2018,1,10/22/2008,04/08/2013,7,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8720892.5971,4619016.8929,38.279722222,-78.341111111,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",271,Rapidan River,Rt. # 29  (Seminole Trail),3-RAP066.54,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,BIO,Biological Monitoring Site,020801030703,Rapidan River-South River,RA-G,RA26,020801030801,Valley,NVRO,01665500,"CB NON TIDAL. Collocated with USGS gage 01665500.
High Frequency bacteria station (IP) CY23 - jst",10/22/1974,12/16/2024,441,,,,04/27/2010,11/01/2023,19,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8693452.7755,4625447.6415,38.325056,-78.094615,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",272,Robinson River,Rt. # 614 (Locust Dale Rd),3-ROB001.90,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801030906,Robinson River-Great Run,RA-I,RA36,020801031001,Northern,NVRO,01666500,"CB NON TIDAL Collocated with gauge 01666500; 
TMDL station FY05 (BST);
Biomonitoring CY19/CY20 (followup) ,  CY22 (followup)  -  jst",04/09/1973,12/16/2024,706,,,,10/17/1994,09/01/2022,23,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8630522.8655,4623212.0025,38.309299,-77.529306,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",273,Rappahannock River,Usgs Cableway,3-RPP113.37,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801040101,Rappahannock River-Motts Run,RA-L,RA45,020801040102,Northern,NVRO,"TF3.0, 01668000",CB RIVER INPUT MONITORING USGS Station ID is 01668000.  This station is located upstream from I-95 in free-flowing waters.,02/06/2001,12/12/2024,607,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
